image_path,question,answer
38/385680d7.jpg,Is it a hard case?,Yes
ee/ee8ee952.jpg,What is the case's color?,Others
ee/ee8ee952.jpg,What is the product brand?,Solimo
ee/ee8ee952.jpg,What type of case is this?,Hard
ee/ee8ee952.jpg,What is the case's pattern?,Round
ee/ee8ee952.jpg,What kind of phone accessory?,Case
49/49b1b22b.jpg,What is the item's brand?,Solimo
49/49b1b22b.jpg,What type of cover is it?,Back
49/49b1b22b.jpg,What is the cover's color?,Others
49/49b1b22b.jpg,What is the print type?,3D
49/49b1b22b.jpg,What is it made for?,Oppo
66/66f3a68c.jpg,What brand is this?,Solimo
66/66f3a68c.jpg,What type of case is it?,Hard
66/66f3a68c.jpg,What is the design?,Round
66/66f3a68c.jpg,Is it printed?,Yes
66/66f3a68c.jpg,What is the color?,Others
66/66f3a68c.jpg,What is the pattern?,Printed
f7/f791dbb4.jpg,What is the brand?,Solimo
f7/f791dbb4.jpg,What type of case?,Back
f7/f791dbb4.jpg,What is the color?,Others
f7/f791dbb4.jpg,What is the print?,3D
f7/f791dbb4.jpg,What is the design?,Rangoli
87/87889af4.jpg,What color are the cords?,Green
87/87889af4.jpg,What color are the balls?,Black
87/87889af4.jpg,What is the brand?,AmazonBasics
87/87889af4.jpg,What is the product type?,CARGO_STRAP
87/87889af4.jpg,What is the material?,Bungee
90/90971af9.jpg,What color is the ball?,Black
90/90971af9.jpg,What is the brand?,AmazonBasics
90/90971af9.jpg,What is the product type?,CARGO_STRAP
90/90971af9.jpg,What color is the cord?,Green
90/90971af9.jpg,What is the item's length?,11
16/160af92c.jpg,What is the product's brand?,AmazonBasics
16/160af92c.jpg,What color are the bungees?,Green
16/160af92c.jpg,What is the product type?,Cargo_strap
16/160af92c.jpg,What shape is the bungee ball?,Round
16/160af92c.jpg,What color is the ball?,Black
b6/b6f0a900.jpg,What color is the ball?,Black
b6/b6f0a900.jpg,What is the brand?,AmazonBasics
b6/b6f0a900.jpg,What type of product is this?,Cargo_strap
b6/b6f0a900.jpg,What color is the strap?,Green
b6/b6f0a900.jpg,What shape is the item?,Long
98/983c0a20.jpg,What brand is this?,Solimo
98/983c0a20.jpg,What is the material?,Silicon
98/983c0a20.jpg,What is the product type?,Case
98/983c0a20.jpg,What is the phone model?,V801
98/983c0a20.jpg,What color is the case?,Multicolor
98/983c0a20.jpg,Does the case have flowers?,Yes
2f/2f357c87.jpg,What is the case's brand?,Solimo
2f/2f357c87.jpg,What is the case's color?,Multicolor
2f/2f357c87.jpg,What is the case material?,Silicon
2f/2f357c87.jpg,What is the phone model?,V801
2f/2f357c87.jpg,What is the case type?,Cover
2f/2f357c87.jpg,What is the case pattern?,Flower
2f/2f357c87.jpg,What is the primary image ID?,71M72k93qLL
85/85192c70.jpg,What is the material?,Silicon
85/85192c70.jpg,What is the brand?,Solimo
85/85192c70.jpg,What is the design?,Flower
85/85192c70.jpg,What is the color?,Multicolor
85/85192c70.jpg,What is the phone model?,V801
85/85192c70.jpg,What is the product type?,Case
85/85192c70.jpg,Are the sides transparent?,Yes
8b/8b8b92a5.jpg,What brand is this?,365
8b/8b8b92a5.jpg,Are these cashews roasted?,No
8b/8b8b92a5.jpg,Is salt added?,No
8b/8b8b92a5.jpg,What type of product?,Grocery
8b/8b8b92a5.jpg,What are these?,Cashews
2b/2b6df1dd.jpg,What nut is in ingredients?,Cashews
2b/2b6df1dd.jpg,What food type is this?,Grocery
2b/2b6df1dd.jpg,What is the brand?,365
2b/2b6df1dd.jpg,Are they roasted?,Unroasted
2b/2b6df1dd.jpg,Are they vegan?,Vegan
4c/4c9333e8.jpg,What brand is this?,365
4c/4c9333e8.jpg,Are they roasted?,Unroasted
4c/4c9333e8.jpg,What nut is it?,Cashews
4c/4c9333e8.jpg,What kind of food?,Grocery
4c/4c9333e8.jpg,Is it salted?,No
a7/a75abd7f.jpg,What brand is this product?,365
a7/a75abd7f.jpg,What kind of nuts are these?,Cashews
a7/a75abd7f.jpg,What is the product type?,Grocery
a7/a75abd7f.jpg,Are the cashews roasted?,No
a7/a75abd7f.jpg,Is salt added?,No
a7/a75abd7f.jpg,What form are the cashews in?,Raw
b7/b72e029c.jpg,What is the product type?,Grocery
b7/b72e029c.jpg,What is the brand?,365
b7/b72e029c.jpg,Are the cashews roasted?,No
b7/b72e029c.jpg,Is salt added?,No
b7/b72e029c.jpg,Are the cashews raw?,Yes
b7/b72e029c.jpg,Is it GMO?,Free
b7/b72e029c.jpg,Are they vegan?,Yes
b7/b72e029c.jpg,Is it kosher?,Yes
d9/d9c58642.jpg,What is the product's brand?,365
d9/d9c58642.jpg,What kind of nut is this?,Cashews
d9/d9c58642.jpg,Are these cashews roasted?,No
d9/d9c58642.jpg,Is salt added?,No
d9/d9c58642.jpg,What is the product type?,Grocery
d9/d9c58642.jpg,What is the product weight?,16
ac/ac7ca863.jpg,What is the brand?,365
ac/ac7ca863.jpg,What food is this?,Cashews
ac/ac7ca863.jpg,How many calories?,160
ac/ac7ca863.jpg,Is it vegan?,Yes
ac/ac7ca863.jpg,How much protein?,Five
ac/ac7ca863.jpg,How many carbs?,Eight
ac/ac7ca863.jpg,How much magnesium?,Eighty
a4/a4a02835.jpg,What brand is this?,365
a4/a4a02835.jpg,Are these cashews roasted?,No
a4/a4a02835.jpg,What food type is this?,Grocery
a4/a4a02835.jpg,Are these cashews salted?,No
a4/a4a02835.jpg,What is the item form?,Raw
a4/a4a02835.jpg,What kind of nut is this?,Cashews
bc/bc4e9abd.jpg,What is the brand?,Solimo
bc/bc4e9abd.jpg,What is the case color?,Multicolor
bc/bc4e9abd.jpg,What is the material?,Silicone
bc/bc4e9abd.jpg,What is the pattern?,Blossom
bc/bc4e9abd.jpg,What is the model name?,LG
bc/bc4e9abd.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the product color?,Multicolor
2f/2f357c87.jpg,What is the case material?,Silicone
2f/2f357c87.jpg,What is the brand name?,Solimo
2f/2f357c87.jpg,What is the model name?,LG
2f/2f357c87.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the pattern?,Blossom
85/85192c70.jpg,What brand is this?,Solimo
85/85192c70.jpg,What is the case material?,Silicone
85/85192c70.jpg,What is the color of the case?,Multicolor
85/85192c70.jpg,What phone is the case for?,LG
85/85192c70.jpg,What is the case style?,Designer
85/85192c70.jpg,What is the pattern on the case?,Blossom
85/85192c70.jpg,What is the cover type?,Back
85/85192c70.jpg,What is the primary image?,Butterfly
ae/aeefc396.jpg,What is the product flavor?,Strawberry
ae/aeefc396.jpg,What is the container weight?,5
ae/aeefc396.jpg,What is the brand?,Solimo
ae/aeefc396.jpg,What is the product type?,Protein
ae/aeefc396.jpg,What is the container color?,White
20/20533b83.jpg,What is the product flavor?,Strawberry
20/20533b83.jpg,What is the product's weight?,5
20/20533b83.jpg,What brand is this?,Solimo
20/20533b83.jpg,What is the guarantee?,Satisfaction
20/20533b83.jpg,What ingredient is present?,Creatine
56/5692d6eb.jpg,What is the product brand?,Solimo
56/5692d6eb.jpg,What flavor is this?,Strawberry
56/5692d6eb.jpg,What is the container weight?,Five
56/5692d6eb.jpg,What is the product type?,Powder
56/5692d6eb.jpg,What is the container shape?,Round
56/5692d6eb.jpg,What is it for?,Protein
11/1128feb8.jpg,What is the brand?,Solimo
11/1128feb8.jpg,What flavor is it?,Strawberry
11/1128feb8.jpg,What is the container color?,Red
11/1128feb8.jpg,What is the product type?,Powder
11/1128feb8.jpg,How many servings?,Forty-four
1a/1a7e5fb7.jpg,What is the brand?,Solimo
1a/1a7e5fb7.jpg,What is the case color?,Others
1a/1a7e5fb7.jpg,What is the design on the case?,Lady
1a/1a7e5fb7.jpg,What is item's type?,Case
1a/1a7e5fb7.jpg,What is the design style?,Printed
1a/1a7e5fb7.jpg,What is the cover's feel?,Hard
ee/ee8ee952.jpg,What is the item type?,Case
ee/ee8ee952.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,Is it hard or soft?,Hard
ee/ee8ee952.jpg,What is the color?,Others
ee/ee8ee952.jpg,For which model?,Samsung
49/49b1b22b.jpg,What is the product brand?,Solimo
49/49b1b22b.jpg,What type of case is this?,Back
49/49b1b22b.jpg,What is the case's color?,Others
49/49b1b22b.jpg,What is it designed for?,Samsung
49/49b1b22b.jpg,Is it for a phone?,Yes
66/66f3a68c.jpg,What brand is it?,Solimo
66/66f3a68c.jpg,What is the color?,Others
66/66f3a68c.jpg,What is it?,Case
66/66f3a68c.jpg,Is it hard?,Yes
66/66f3a68c.jpg,What is printed?,Lady
14/1401d287.jpg,What is the brand?,Solimo
14/1401d287.jpg,What type of case is this?,Back
14/1401d287.jpg,What is the print style?,3D
14/1401d287.jpg,What is the case color?,Others
14/1401d287.jpg,What is the model?,Galaxy
14/1401d287.jpg,What is the design?,Lady
b7/b7a9b98b.jpg,What is the case's material?,Plastic
b7/b7a9b98b.jpg,What is the phone case color?,Multicolor
b7/b7a9b98b.jpg,What is the brand?,Solimo
b7/b7a9b98b.jpg,What is the pattern?,Alphabet
b7/b7a9b98b.jpg,Is it hard?,Yes
b7/b7a9b98b.jpg,What is the cover for?,Oppo
b7/b7a9b98b.jpg,What is the design?,Printed
47/47f0c738.jpg,What is the case's material?,Plastic
47/47f0c738.jpg,What is the case's brand?,Solimo
47/47f0c738.jpg,What is the color?,Multicolor
47/47f0c738.jpg,What is the product type?,Case
47/47f0c738.jpg,What is the model name?,Oppo
47/47f0c738.jpg,What is the pattern?,Alphabet
9f/9f6f86ac.jpg,What is the case's brand?,Solimo
9f/9f6f86ac.jpg,What is the case's color?,Multi-colored
9f/9f6f86ac.jpg,What is the case's material?,Plastic
9f/9f6f86ac.jpg,What is the case's pattern?,Alphabet
9f/9f6f86ac.jpg,What is printed on case?,Alphabet
d8/d89025e7.jpg,What is the brand?,Solimo
d8/d89025e7.jpg,What is the case color?,Multicolored
d8/d89025e7.jpg,What is the case material?,Plastic
d8/d89025e7.jpg,What is the product type?,Case
d8/d89025e7.jpg,Which letter is present?,B
d8/d89025e7.jpg,Is it a 3D case?,Yes
30/300451c7.jpg,What is the brand?,Rivet
30/300451c7.jpg,What is the style?,Black
30/300451c7.jpg,What is the finish?,Antiqued
30/300451c7.jpg,What is the item type?,Home
30/300451c7.jpg,What shape is the item?,Square
30/300451c7.jpg,What is the frame color?,Black
30/300451c7.jpg,What colors are present?,Multicolor
fd/fd766c4d.jpg,What is the brand?,Rivet
fd/fd766c4d.jpg,What is the style?,Black
fd/fd766c4d.jpg,What is the main color?,Multicolor
fd/fd766c4d.jpg,What is the product type?,HOME
fd/fd766c4d.jpg,What finish is it?,Antiqued
fd/fd766c4d.jpg,Is the frame painted?,Yes
fd/fd766c4d.jpg,Is the item vintage?,Yes
74/743a70e8.jpg,What is the brand?,Rivet
74/743a70e8.jpg,What color is the frame?,Black
74/743a70e8.jpg,Is the finish type?,Antiqued
74/743a70e8.jpg,What is the product type?,Home
74/743a70e8.jpg,What colors are present?,Multi
c0/c057c9eb.jpg,What is the brand?,Rivet
c0/c057c9eb.jpg,What colors are featured?,Multicolor
c0/c057c9eb.jpg,What is the frame color?,Black
c0/c057c9eb.jpg,What is the product type?,HOME
c0/c057c9eb.jpg,What is the finish?,Antiqued
f2/f22ab7d4.jpg,What is the brand?,Rivet
f2/f22ab7d4.jpg,What color is it?,Multicolor
f2/f22ab7d4.jpg,What is the product type?,Home
f2/f22ab7d4.jpg,What is the frame color?,Black
f2/f22ab7d4.jpg,What is the finish?,Antiqued
f2/f22ab7d4.jpg,What is the frame material?,Wood
f2/f22ab7d4.jpg,What is the item shape?,Square
f2/f22ab7d4.jpg,What is the wall art dimension?,Thirty
33/33deef0c.jpg,What brand is it?,Rivet
33/33deef0c.jpg,What color is it?,Multicolor
33/33deef0c.jpg,What style is it?,Black
33/33deef0c.jpg,What is it made of?,Wood
33/33deef0c.jpg,What is the finish?,Antiqued
33/33deef0c.jpg,What shape is it?,Square
ed/edb2747c.jpg,What is the brand?,Solimo
ed/edb2747c.jpg,What is the phone model?,Y31
ed/edb2747c.jpg,What type of case is this?,Back
ed/edb2747c.jpg,What is the color?,Others
ed/edb2747c.jpg,What is the print?,Gate
ed/edb2747c.jpg,Is it hard or soft?,Hard
ed/edb2747c.jpg,What is the design?,Printed
ed/edb2747c.jpg,What is the material?,Hard
ee/ee8ee952.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,What is the color?,Others
ee/ee8ee952.jpg,What is the model?,Y31
ee/ee8ee952.jpg,What type of case?,Back
ee/ee8ee952.jpg,Is it a hard case?,Yes
ee/ee8ee952.jpg,What is the pattern?,Gate
49/49b1b22b.jpg,What brand is this?,Solimo
49/49b1b22b.jpg,What is the product's color?,Others
49/49b1b22b.jpg,What type of case is this?,Back
49/49b1b22b.jpg,What is the cover's pattern?,Gate
49/49b1b22b.jpg,What is the brand name?,Amazon
49/49b1b22b.jpg,For which model is it?,Y31
49/49b1b22b.jpg,Is it hard or slim?,Hard
66/66f3a68c.jpg,What is the brand?,Solimo
66/66f3a68c.jpg,What type of product is it?,Case
66/66f3a68c.jpg,What is the cover's color?,Others
66/66f3a68c.jpg,What is the model name?,Y31
66/66f3a68c.jpg,Is it hard or soft?,Hard
66/66f3a68c.jpg,Is it a slim cover?,Yes
66/66f3a68c.jpg,Is it 3D printed?,Yes
1f/1f74408f.jpg,What is the brand?,Solimo
1f/1f74408f.jpg,What is the color?,Others
1f/1f74408f.jpg,What is the case pattern?,Gate
1f/1f74408f.jpg,What is the product type?,Case
1f/1f74408f.jpg,What is it made of?,Hard
1f/1f74408f.jpg,For what phone?,Y31
1f/1f74408f.jpg,Is it slim?,Yes
56/56780c0a.jpg,What is the brand?,Solimo
56/56780c0a.jpg,What is the case's material?,Silicon
56/56780c0a.jpg,What is the primary color?,Multicolor
56/56780c0a.jpg,What is the product type?,Case
56/56780c0a.jpg,What is the phone model?,F302
56/56780c0a.jpg,Is it flexible?,Yes
56/56780c0a.jpg,Is the design stylish?,Yes
56/56780c0a.jpg,Is the pattern random?,Yes
2f/2f357c87.jpg,What is the brand?,Solimo
2f/2f357c87.jpg,What is the case material?,Silicon
2f/2f357c87.jpg,What is the design's color?,Multicolor
2f/2f357c87.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the model name?,F302
2f/2f357c87.jpg,What is the item shape?,Rectangular
2f/2f357c87.jpg,What is the case pattern?,Random
85/85192c70.jpg,What is the brand?,Solimo
85/85192c70.jpg,What is the material?,Silicon
85/85192c70.jpg,What is the color?,Multicolor
85/85192c70.jpg,What is the product type?,Case
85/85192c70.jpg,What is the model name?,F302
9e/9ed4872f.jpg,What brand is it?,Solimo
9e/9ed4872f.jpg,What is the color?,Others
9e/9ed4872f.jpg,Is it hard?,Yes
9e/9ed4872f.jpg,Is there glitter?,Yes
9e/9ed4872f.jpg,Is it 3D?,Yes
9e/9ed4872f.jpg,What is the design?,Kitty
ee/ee8ee952.jpg,What is the product type?,Case
ee/ee8ee952.jpg,What is the item color?,Others
ee/ee8ee952.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,Is it hard?,Yes
ee/ee8ee952.jpg,Is the case glittery?,Yes
ee/ee8ee952.jpg,Is it printed?,Yes
ee/ee8ee952.jpg,Is it slim?,Yes
49/49b1b22b.jpg,What is the brand?,Solimo
49/49b1b22b.jpg,What is the cover's pattern?,Kitty
49/49b1b22b.jpg,What is the case's color?,Others
49/49b1b22b.jpg,Is the case printed?,Yes
49/49b1b22b.jpg,What type of cover is it?,Back
49/49b1b22b.jpg,What is the product type?,Case
66/66f3a68c.jpg,What is the brand?,Solimo
66/66f3a68c.jpg,What is the color?,Others
66/66f3a68c.jpg,What is the print?,Kitty
66/66f3a68c.jpg,What type of case?,Back
66/66f3a68c.jpg,What is the design?,Glitter
66/66f3a68c.jpg,What is it for?,Gionee
1f/1fc28222.jpg,What brand is it?,Solimo
1f/1fc28222.jpg,What type of case?,Back
1f/1fc28222.jpg,What color is it?,Pink
1f/1fc28222.jpg,What is the pattern?,Kitty
1f/1fc28222.jpg,Is it glittery?,Yes
1f/1fc28222.jpg,Is it 3D printed?,Yes
1f/1fc28222.jpg,What is the design?,Kitty
4d/4d95d744.jpg,What is the brand?,Solimo
4d/4d95d744.jpg,What is the case's color?,Others
4d/4d95d744.jpg,What is the item's type?,Case
4d/4d95d744.jpg,What is the print style?,3D
4d/4d95d744.jpg,What word is printed?,Kiss
4d/4d95d744.jpg,For which phone model?,Y55L
ee/ee8ee952.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,What type of case?,Case
ee/ee8ee952.jpg,What is the color?,Others
ee/ee8ee952.jpg,What is the print type?,Printed
ee/ee8ee952.jpg,Is it hard?,Yes
49/49b1b22b.jpg,What is the product's brand? , Solimo
49/49b1b22b.jpg,What is the product type?, Case
49/49b1b22b.jpg,What is the phone model?, Y55L
49/49b1b22b.jpg,What kind of print is it?, 3D
49/49b1b22b.jpg,What is the item color?, Others
66/66f3a68c.jpg,What brand is this?,Solimo
66/66f3a68c.jpg,What is the color?,Others
66/66f3a68c.jpg,What is the model?,Y55L
66/66f3a68c.jpg,What is the product?,Case
66/66f3a68c.jpg,Is it hard?,Yes
66/66f3a68c.jpg,Is it slim?,Yes
e3/e36029ac.jpg,What brand is it?,Solimo
e3/e36029ac.jpg,What is the print?,Kiss
e3/e36029ac.jpg,What type of case?,Back
e3/e36029ac.jpg,What is the design?,Printed
e3/e36029ac.jpg,What is the product?,Case
e3/e36029ac.jpg,What is the color?,Others
62/62743588.jpg,What is the brand?,Solimo
62/62743588.jpg,What is the color?,Others
62/62743588.jpg,What is the pattern?,Leaf
62/62743588.jpg,What is the phone brand?,Samsung
62/62743588.jpg,What is the print type?,3D
62/62743588.jpg,What kind of case is it?,Hard
ee/ee8ee952.jpg,What is the product type?,Case
ee/ee8ee952.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,What is the case's color?,Multi
ee/ee8ee952.jpg,What is the design?,Leaf
ee/ee8ee952.jpg,Is it 3D?,Yes
ee/ee8ee952.jpg,What is the phone's brand?,Samsung
49/49b1b22b.jpg,What is the item's brand?,Solimo
49/49b1b22b.jpg,What type of case is it?,Back
49/49b1b22b.jpg,What is the color?,Others
49/49b1b22b.jpg,What is the product type?,Case
49/49b1b22b.jpg,What is the design?,Leaf
49/49b1b22b.jpg,Is it 3D Printed?,Yes
49/49b1b22b.jpg,For what brand phone?,Samsung
66/66f3a68c.jpg,What is the brand?,Solimo
66/66f3a68c.jpg,What type of case is this?,Hard
66/66f3a68c.jpg,What is the color?,Others
66/66f3a68c.jpg,What is the print?,Leaf
66/66f3a68c.jpg,What is the product type?,Case
48/48ab8e28.jpg,What is the brand?,Solimo
48/48ab8e28.jpg,What is the design?,Leaf
48/48ab8e28.jpg,What is the color?,Green
48/48ab8e28.jpg,What type of case?,Back
48/48ab8e28.jpg,Is it printed?,Yes
b9/b97a6823.jpg,What color is it?,Black
b9/b97a6823.jpg,What is the brand?,Solimo
b9/b97a6823.jpg,What is it made of?,Silicone
b9/b97a6823.jpg,What is its style?,Professional
b9/b97a6823.jpg,What is the type?,Case
b9/b97a6823.jpg,Is it flexible?,Yes
fd/fda05f98.jpg,What is the cover's color?,Black
fd/fda05f98.jpg,What is the phone case material?,Silicone
fd/fda05f98.jpg,What is the brand name?,Solimo
fd/fda05f98.jpg,What is the product type?,Case
fd/fda05f98.jpg,What is the phone model?,A50s
fd/fda05f98.jpg,What is the cover's style?,Professional
3e/3ebcf3f9.jpg,What color is it?,Black
3e/3ebcf3f9.jpg,What is the brand?,Solimo
3e/3ebcf3f9.jpg,What is it made of?,Silicone
3e/3ebcf3f9.jpg,What is the style?,Professional
3e/3ebcf3f9.jpg,What type of case?,Back
3e/3ebcf3f9.jpg,What shape is it?,Rectangular
5c/5c9492a7.jpg,What color is it?,Black
5c/5c9492a7.jpg,What is the brand?,Solimo
5c/5c9492a7.jpg,What is it made of?,Silicone
5c/5c9492a7.jpg,What is the style?,Professional
5c/5c9492a7.jpg,What is the product type?,Case
5c/5c9492a7.jpg,Is it flexible?,Yes
5c/5c9492a7.jpg,Is it durable?,Yes
5c/5c9492a7.jpg,What phone is it for?,Samsung
17/17a4a4c4.jpg,What color is it?,Black
17/17a4a4c4.jpg,What is the brand?,Solimo
17/17a4a4c4.jpg,What is it made of?,Silicone
17/17a4a4c4.jpg,What is its style?,Professional
17/17a4a4c4.jpg,What is its type?,Case
17/17a4a4c4.jpg,What is the model?,A50s
2f/2f928809.jpg,What color is this case?,Black
2f/2f928809.jpg,What is the case material?,Silicone
2f/2f928809.jpg,What is the brand?,Solimo
2f/2f928809.jpg,What is the product type?,Case
2f/2f928809.jpg,What is the case style?,Professional
2f/2f928809.jpg,What phone is it for?,Samsung
cd/cd94fdb9.jpg,What is the case's material?,Plastic
cd/cd94fdb9.jpg,What is the phone model?,F15
cd/cd94fdb9.jpg,What is the case's color?,Multicolor
cd/cd94fdb9.jpg,What is the brand?,Solimo
cd/cd94fdb9.jpg,What is the product type?,Case
cd/cd94fdb9.jpg,What is the case's pattern?,Wood
d8/d87e51cf.jpg,What is the material?,Plastic
d8/d87e51cf.jpg,What is the item color?,Multicolor
d8/d87e51cf.jpg,What is the phone model?,F15
d8/d87e51cf.jpg,What type of case?,Back
d8/d87e51cf.jpg,What is the brand?,Solimo
2a/2af5eb88.jpg,What is the brand?,Solimo
2a/2af5eb88.jpg,What is the material?,Plastic
2a/2af5eb88.jpg,What is the phone model?,Oppo
2a/2af5eb88.jpg,What type of case is it?,Hard
2a/2af5eb88.jpg,What is the design?,Boss
2a/2af5eb88.jpg,What is the color?,Multicolor
36/36cae1bf.jpg,What is the main material?,Plastic
36/36cae1bf.jpg,What is the phone model?,F15
36/36cae1bf.jpg,What is the case color?,Multicolor
36/36cae1bf.jpg,What is the brand?,Solimo
36/36cae1bf.jpg,What type of case?,Back
29/29e2cb7c.jpg,What is the brand?,Solimo
29/29e2cb7c.jpg,What is the dominant color?,Brown
29/29e2cb7c.jpg,What is the case material?,Plastic
29/29e2cb7c.jpg,What is the design?,Boss
29/29e2cb7c.jpg,What type of case is this?,Hard
29/29e2cb7c.jpg,For which phone is this?,Oppo
35/3595924e.jpg,What brand is this?,AmazonBasics
35/3595924e.jpg,What type is this?,Office
35/3595924e.jpg,What is the product color?,Clear
bc/bc0a0869.jpg,What is the pattern?,Shapes
bc/bc0a0869.jpg,What is the case brand?,Solimo
bc/bc0a0869.jpg,What is the phone brand?,Nokia
bc/bc0a0869.jpg,What is the case color?,Black
bc/bc0a0869.jpg,What is the case type?,Hard
ee/ee8ee952.jpg,What color is it?,Others
ee/ee8ee952.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,What is the material?,Hard
ee/ee8ee952.jpg,What type is it?,Case
49/49b1b22b.jpg,What is the brand?,Solimo
49/49b1b22b.jpg,What is the color?,Others
49/49b1b22b.jpg,What is the model?,Plus
49/49b1b22b.jpg,What is the type?,Case
66/66f3a68c.jpg,What is the brand?,Solimo
66/66f3a68c.jpg,What is the model?,Nokia
66/66f3a68c.jpg,What type of case?,Back
66/66f3a68c.jpg,What is the color?,Others
66/66f3a68c.jpg,Is it printed?,Yes
4c/4c688160.jpg,What is the brand?,Solimo
4c/4c688160.jpg,What is the pattern?,Shape
4c/4c688160.jpg,What is the product?,Case
4c/4c688160.jpg,What is the phone?,Nokia
4c/4c688160.jpg,What is the color?,Others
4c/4c25aaf0.jpg,What brand is this?,Solimo
4c/4c25aaf0.jpg,What is the case's color?,Multi-colored
4c/4c25aaf0.jpg,What is the phone case's pattern?,Cats
4c/4c25aaf0.jpg,What is the product type?,Case
