image_path,question,answer
29/29a09ba9.jpg,What is the product type?,Grocery
1a/1a488757.jpg,What is the product type?,Case
56/56a0a6a8.jpg,What is the product?,Case
84/8417156b.jpg,What brand is it?,Amazonbasics
5a/5a192f32.jpg,What is the product type?,Supply
55/5559b586.jpg,What is the main material?,Stoff
5c/5c288b31.jpg,What type of print is it?,3D
ee/ee8ee952.jpg,What is the product color?,Others
2c/2c4be1c7.jpg,What is the brand?,Symactive
b2/b2fa3873.jpg,What type of ruling?,College
56/5627b74e.jpg,What is the brand?,AmazonBasics
65/6551b566.jpg,How many batteries per package?,6
c0/c06b8242.jpg,What is the style?,10mm
32/32a78189.jpg,What shape are they?,Quader
69/69489554.jpg,What is the case's pattern?,Blocks
be/bef67d6a.jpg,Is the product organic?,Yes
03/03393206.jpg,What shape is this item?,
45/455315ad.jpg,What brand is this?,365
50/50ded4bc.jpg,What is the primary color?,Navy
ee/ee8ee952.jpg,For which model?,Vivo
b7/b757689f.jpg,What is the product type?,Grocery
63/630a714f.jpg,What is the model name?,CHESTER
e7/e7ede49a.jpg,What is the brand?,Rivet
49/49b1b22b.jpg,What is the print type?,3D
05/05e74d0b.jpg,What is the product brand?,Solimo
ee/ee8ee952.jpg,What is the product?,Case
94/942f02e7.jpg,What is the product type?,Binder
fb/fb59ed17.jpg,What kind of shoes are these?,Running
e4/e4f6de25.jpg,What shape is the shelf?,Rectangle
b3/b326e2a3.jpg,What is the phone model?,Oppo
47/47f0c738.jpg,What is the phone model?,Pixel
dd/dde17f19.jpg,What color is the foot stool?,Black
49/49b1b22b.jpg,What is the product type?,Case
bc/bc1a3f35.jpg,What is the phone model?,Lava
72/729822b1.jpg,What is the case's style?,Professional
15/15aeb6e6.jpg,What is the cover's design?,Texture
c1/c1b57d77.jpg,What is the color?,Brown
36/36cae1bf.jpg,What is the product material?,Plastic
b3/b33da8aa.jpg,What is the product type?,Sofa
1e/1e0cb100.jpg,What is the upper material?,Mesh
42/4221c328.jpg,What is it made of?,Cotton
05/05454772.jpg,What material is this?,Plastic
79/792afa2e.jpg,What color is the pot?,Red
56/5694c826.jpg,Is it medium heat?,Yes
65/65d21aa6.jpg,What is the product style?,Soft
83/8329d37f.jpg,What is the material?,Leatherette
47/47368517.jpg,What is the case's color?,Others
46/466ebf53.jpg,What is the brand?,find
ee/ee8ee952.jpg,What is the color?,Others
ee/ee8ee952.jpg,What type of product is this?,Case
a7/a7036a84.jpg,What type of product is this?,Detergent
ac/ac77f930.jpg,What is the brand?,Rivet
49/49b1b22b.jpg,For which phone?,Samsung
10/109a6169.jpg,Is it for men?,Yes
9f/9f6f86ac.jpg,What is the brand?,Solimo
d8/d89025e7.jpg,What is the item color?,Multi-colored
8d/8dc53087.jpg,What type of pasta is this?,Spaghetti
d6/d6fd60be.jpg,What is the boot color?,Brown
ee/ee52c15d.jpg,What is the ring's style?,Cttw
fc/fc8f1cdb.jpg,What is the product's color?,Chrom
d8/d89025e7.jpg,What type of case is this?,Cover
47/47f0c738.jpg,What is the model name?,G5S
66/66f3a68c.jpg,What is the print type?,3D
2f/2f357c87.jpg,What is the case's material?,Silicon
b2/b2fd6867.jpg,What is the case's pattern?,Feather
ee/ee682959.jpg,What is the bulb's style?,BR30
66/66f3a68c.jpg,What is the phone model?,M2
a1/a1bcdf4e.jpg,What is the item weight?,0.335
36/36cae1bf.jpg,What is the case color?,Multicolor
88/88a35fbd.jpg,What is the product called?,Vinaigrette
a0/a0fd469a.jpg,What is the brand?,Movian
66/66f3a68c.jpg,Is it a 2D or 3D case?,3D
de/deae3bb9.jpg,What is the main color?,Yellow
48/48653eec.jpg,What is the brand name?,Vedaka
ee/ee8ee952.jpg,What is the product type?,Case
17/174b9b47.jpg,What is the brand?,AmazonBasics
98/98e44c09.jpg,What is the brand?,Movian
6b/6b6780bb.jpg,What is the rod's style?,Double
66/665e070f.jpg,What kind of legs?,Steel
ec/ec9d9e2d.jpg,What is the pattern?,Solid
fb/fb7b00c2.jpg,What is the brand?,Solimo
49/49b1b22b.jpg,What is the product type?,Case
85/85192c70.jpg,What is the phone model?,Mega
0b/0be8f698.jpg,What is the pattern?,Floral
bc/bca5b990.jpg,What is the brand?,AmazonBasics
18/188bf27f.jpg,What is the brand of this case?,Solimo
47/4753600a.jpg,What is the brand?,Stone
49/49b1b22b.jpg,What is the case's color?,Others
bf/bfb96942.jpg,What is the pattern?,Feather
cb/cb13c2c2.jpg,What is the sheet size?,College
15/15aeb6e6.jpg,What is the product type?,Case
aa/aa83ca61.jpg,What is the shoe's color?,Tan
46/462ca846.jpg,What is the cable's color?,Grey
1c/1c5f2a60.jpg,Is it food related?,Yes
66/66f3a68c.jpg,What is the product type?,Case
66/66f3a68c.jpg,What is the product's brand?,Solimo
f8/f8fd8d75.jpg,What is the product type?,Necklace
2a/2af5eb88.jpg,What is the material?,Plastic
84/84aa8369.jpg,Is the tap rotatable?,Yes
87/8787d7e4.jpg,What is the product's brand?,365
56/56402d26.jpg,What is it made of?,Polyester
b1/b166ef5c.jpg,What count is this?,60
38/38890b0d.jpg,What is the brand?,Solimo
f9/f910dd1e.jpg,What is the color?,Multi
2c/2c179b95.jpg,What is the product type?,Sofa
ee/ee8ee952.jpg,Is it printed?,Yes
08/0804d72f.jpg,What is the product type?,Grocery
08/08a8c5e8.jpg,What is the product type?,Shoes
85/85192c70.jpg,What is the pattern?,Drop
03/03393206.jpg,What is the product type?,Instrument
24/24450682.jpg,What is the product type?,Case
21/2133e639.jpg,What is the shoe brand?,Symbol
9c/9c6032c3.jpg,What is the item shape?,Oval
87/87dfb91d.jpg,What is the product type?,Case
49/49b1b22b.jpg,What is the style?,Designer
9b/9b0acc8e.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,What is the brand?,Solimo
10/109a6169.jpg,What is the product's brand?,Eono
ee/ee8ee952.jpg,Is it hard?,Yes
84/84f086b5.jpg,What is the sofa's color?,Gray
c0/c0693ff7.jpg,What is the product type?,BATTERY
22/220eb3fb.jpg,Is it designer?,Yes
ac/ac77f930.jpg,What is the color?,White
c9/c94a8b0c.jpg,Is it designer?,Yes
5b/5b31f920.jpg,What is the brand?,Solimo
3e/3e1a212a.jpg,What is the item's dimension unit?,Inches
56/56402d26.jpg,What is the material?,Knit
2c/2c9ec944.jpg,What is the material?,Other
ee/ee8ee952.jpg,What is the product type?,Case
ee/ee8ee952.jpg,What is the brand?,Solimo
d8/d87e51cf.jpg,What is the cover's type? , Case
85/85192c70.jpg,Is it flexible?,Yes
49/49b1b22b.jpg,What is the product color?,Others
84/84dae668.jpg,What food is glazed?,Pork
72/72d2b779.jpg,What is it made of?,Plastic
e1/e1ae9891.jpg,What is the brand?,UMI
b5/b5eb2e2c.jpg,What is the brand?,Solimo
f0/f07a17fe.jpg,Is glycerin included?,Yes
99/996db816.jpg,What is the shoe style?,Running
1f/1f9e87df.jpg,What is the case style?,Professional
79/795bdfab.jpg,What shape is this item?,Square
52/52e6c33a.jpg,What is the product's shape?,Flakes
66/66f3a68c.jpg,Is warranty available?,No
79/7905579e.jpg,What is the item shape?,Heel
92/92ed15b9.jpg,Is it wear resistant?,Yes
85/85192c70.jpg,What is the product type?,Case
66/66f3a68c.jpg,For what phone is this case?,Samsung
9b/9b482984.jpg,Is it patterned?,Yes
86/86a83277.jpg,What is the outer material?,Polyester
72/72d2b779.jpg,What is the brand?,Solimo
1f/1f82929e.jpg,What year was it made?,2018
22/228ef0bb.jpg,Are these shoes for women?,Yes
97/974cf231.jpg,What is the shoe style?,Leather
30/30595c51.jpg,What is the set's style?,Sheet
d0/d05d420a.jpg,What is the style?,Contemporary
8f/8fefdd40.jpg,Is slaw included?,Yes
c0/c0428324.jpg,What kind of product is this?,Grocery
ea/ea27abbb.jpg,What is the brand?,Solimo
dd/dd992c5a.jpg,What is the boot color?,Red
50/5040f069.jpg,What is the voltage?,1.45
99/999adc74.jpg,What type of product is this?,Case
ee/ee8ee952.jpg,What is the print type?,3D
20/20533b83.jpg,What brand is it?,Solimo
87/874f86c4.jpg,What is the brand?,Stone
70/706c976b.jpg,What is the case's color?,Others
08/0804d72f.jpg,What is the product's brand?,Fresh
cd/cdeaacc1.jpg,Is it spicy?,Yes
37/372b98a8.jpg,What type of case is it?,Hard
ee/ee8ee952.jpg,Is the case hard?,Yes
23/23c0a79e.jpg,What is the phone model?,M31
10/10012b63.jpg,What is the rug's color?,Ivory
9d/9d1f0d4f.jpg,What is the brand?,UMI
8e/8ee1fa43.jpg,What food is this?,Macaroni
c0/c0e42b84.jpg,What is the product's shape?,Round
9f/9f6f86ac.jpg,What is the material?,Plastic
07/077a10e9.jpg,What is the handle color?,Grey
1b/1b8e2421.jpg,What is the product brand?,Vedaka
d2/d2ac5f9c.jpg,What type of product is it?,Grocery
9f/9f8ad5ac.jpg,What is the product's type?,Shoes
65/65754835.jpg,What is the material?,Plastic
45/45a7b05c.jpg,What is the closure type?,Lace-up
49/49b1b22b.jpg,What is the case's color?,Others
47/47f0c738.jpg,What is the case's color?,Multicolor
5e/5ebf084e.jpg,What is it made with?,Cheddar
d9/d91a28e4.jpg,What is the style?,Mules
c9/c9ce8c90.jpg,What is the product's type?,Case
25/2580a001.jpg,What is the brand?,Fusefit
3f/3fd95adb.jpg,How many does it serve?,Two
4b/4b2e8080.jpg,Is it 3D printed?,Yes
cd/cd2f01bd.jpg,What is the color?,Tan
2c/2c9ec944.jpg,What is the wallet's color?,Grey
49/49b1b22b.jpg,What is the model?,Nokia
e3/e38697e0.jpg,What style is the hat?,Trapper
36/36cae1bf.jpg,What is the model name?,Poco
49/49b1b22b.jpg,What is the product color?,Others
50/5040f069.jpg,What is the brand?,AmazonBasics
48/48653eec.jpg,What is the item weight?,100g
90/90354370.jpg,What is the brand?,AmazonBasics
d8/d89025e7.jpg,Is there a pattern?,Yes
35/35400a2f.jpg,What type of wipes?,Skin
d9/d91e9beb.jpg,What color is it?,White
fe/fe7d7b58.jpg,What is the pasta made of?,Wheat
8f/8fa0b501.jpg,What is the shoe's color?,Navy
36/36cae1bf.jpg,What is the case material?,Plastic
5f/5fc33481.jpg,What brand is this?,Solimo
0a/0abd80f1.jpg,What is the weight?,500
fe/fe7d7b58.jpg,What kind of pasta is it?,Spaghetti
9b/9b4e234c.jpg,What is the color?,Natural
36/36bf8ec0.jpg,What is the product's material?,Leatherette
4d/4dab9867.jpg,What color is the rug?,Beige
33/336bfd55.jpg,What is the pattern?,Princess
75/75fbf585.jpg,What is the cable length?,1-Foot
4f/4f237389.jpg,What is the material?,Sateen
19/19d8aa2a.jpg,What is the brand?,find
44/443d91fd.jpg,What is the total carbohydrates?,6g
d0/d0963dad.jpg,What is the toe shape?,Pointed
81/81ec4001.jpg,What is the faucet's brand?,UMI
46/46d13cdc.jpg,What style is this?,3-Inch
e0/e0170070.jpg,What is the product color?,Others
67/671fdf8d.jpg,What is the design?,Printed
c9/c908bca8.jpg,What kind of puree is this?,Pumpkin
b1/b175cbd0.jpg,What is the case style?,Designer
62/62742e22.jpg,What kind of shoes are these?,Shoes
3c/3ce58929.jpg,What is the serving size?,2Tbsp
9d/9d5c223e.jpg,What color is the item?,White
05/053c3c49.jpg,What is the closure?,Lace-up
ed/ed6d86dd.jpg,What count is displayed?,40
49/49b1b22b.jpg,Is it hard or soft?,Hard
46/467a36f2.jpg,What is the brand name?,Amazon
4c/4c9f48c7.jpg,What is the brand?,Symbol
66/66f3a68c.jpg,What type of case?,Hard
23/23c0a79e.jpg,What is the phone brand?,Solimo
cb/cbc3d57a.jpg,What is the pattern?,Texture
2f/2f357c87.jpg,What is the primary material?,Silicone
bb/bb805d9c.jpg,How many pieces are included?,Eight
56/56df1789.jpg,What color are these pads?,Brown
49/49b1b22b.jpg,What is the case's print style?,3D
ae/aea6bf07.jpg,What is the case's pattern?,Abstract
c8/c8760d92.jpg,What type of case is it?,Hard
ee/ee8ee952.jpg,What is the product type?,Case
25/25548d6d.jpg,What closes the shoe?,Lace-up
d2/d2ac5f9c.jpg,What is the product's brand?,365
2b/2b395d1a.jpg,What is the toe style?,Round
97/973ae92d.jpg,Is this product vegan?,Yes
65/6560fb09.jpg,What is the main material?,Wood
2c/2ce70687.jpg,What is the design?,Mountain
dc/dcc088f5.jpg,What is the sofa's height?,82
55/55a0de16.jpg,What is the main color?,Multicolor
8e/8ee1fa43.jpg,What kind of cheese?,Cheddar
5f/5f86281d.jpg,What is the rug's style?,Bohemian
49/49b1b22b.jpg,What is the model for?,Vivo
d0/d0c350dd.jpg,What is the case's color?,Multi-colored
cf/cfac6d26.jpg,How many cartridges?,Sixteen
ea/eafb94dc.jpg,What is the ring's plating?,Platinum
93/93151b2d.jpg,What is the pattern?,Solid
b6/b64327d5.jpg,What brand is this?,Solimo
68/68205dd8.jpg,What is the brand?,Rivet
1d/1d1be3cb.jpg,What is the rug's color?,Ivory
71/71dbf125.jpg,What brand is this?,Solimo
7f/7f6ee0e0.jpg,What is the product type?,Shoes
1a/1a488757.jpg,What is the primary color?,Yellow
ee/ee8ee952.jpg,What is the phone model?,Y95
cd/cdaebbff.jpg,What is the item weight?,Fourteen
95/955c1080.jpg,What type of shoe is this?,Sandal
1c/1c04f6f4.jpg,How many calories?,20
9d/9de618fc.jpg,What is the phone model?,M2
66/66f3a68c.jpg,What is the color?,Others
b9/b934e3de.jpg,What is the brand?,Rivet
17/174e9016.jpg,What is the model name?,A71
36/36d16968.jpg,What is the product's color?,Red
00/0085be51.jpg,Is it a cover only?,No
68/6876f38e.jpg,What is the type?,Case
d9/d91e9beb.jpg,What type is it?,USB
05/05b664f0.jpg,What is the fabric?,Cotton
5e/5e36c3ca.jpg,What type of product is this?,Sofa
30/300fb9a9.jpg,What is the battery voltage?,1.45V
34/34ed44c5.jpg,What is the brand?,Solimo
d5/d535c6f0.jpg,What is the product type?,Case
c0/c0fc7ece.jpg,What is the ring style?,Princess
d0/d046e549.jpg,What is the cover material?,Plastic
55/551e2596.jpg,What color is the packaging?,Yellow
0a/0a7cc2d9.jpg,Is the item black?,Yes
49/49b1b22b.jpg,What is the product brand? ,Solimo
56/56df1789.jpg,What is the brand?,AmazonBasics
96/96744a75.jpg,What is it made of?,Silicon
66/66f3a68c.jpg,What is the design?,Water
ee/ee8ee952.jpg,Is it a hard or soft case?,Hard
79/799e4912.jpg,Is it gluten-free?,Yes
1e/1ef8515c.jpg,What is the brand?,Solimo
93/93151b2d.jpg,What is the brand?,Movian
04/04333b8a.jpg,What is the net weight?,15oz
99/99845798.jpg,What is the product?,Cover
5f/5fe34904.jpg,What is the case's design?,Printed
1b/1b06d4b3.jpg,What is the case pattern?,Floral
ee/ee8ee952.jpg,What is the case's color?,Others
83/8355ee85.jpg,What is the brand?,Solimo
40/4008e183.jpg,Is the cover printed?,Yes
6d/6d64fac5.jpg,What is the brand name?,Solimo
3f/3ff59712.jpg,What is the material?,Messing
49/49b1b22b.jpg,What type of case?,Back
46/468f7715.jpg,What is the product's pattern?,Holes
2b/2b395d1a.jpg,What is the heel type?,Flats
35/35400a2f.jpg,What is the product brand?,Mama
5d/5d5101af.jpg,What is the brand?,Solimo
49/49b1b22b.jpg,What brand is this?,Solimo
ea/eab4e765.jpg,Is there a logo cut?,Yes
55/5559b586.jpg,What is the product color?,Royal
d9/d93d892b.jpg,What is the style?,Headboards
1c/1cbeef72.jpg,What type is this?,Case
1b/1b8e2421.jpg,Are there preservatives?,No
78/7865685c.jpg,What is the item's design?,Girl
d8/d89025e7.jpg,What is the color?,Multi-colored
db/dbcc71df.jpg,What is the style?,Art
83/8384716b.jpg,Is it for men?,Yes
6e/6ec7ef36.jpg,What is the brand?,Rivet
9a/9a57a5ba.jpg,What is the case's material?,Plastic
ee/ee8ee952.jpg,What is the model name?,Vivo
70/70663e84.jpg,What type of item is this?,Shoes
b9/b933da81.jpg,Is soy an ingredient?,Yes
8e/8e0fa7e7.jpg,What is the product type?,Case
85/85192c70.jpg,What is the product type?,Case
49/49b1b22b.jpg,What is the product type?,Case
61/61ea5462.jpg,What is the phone model?,M21
5e/5eedd941.jpg,What is the case's design?,Paris
9f/9f6f86ac.jpg,What is the brand?,Solimo
bf/bf6e5d9c.jpg,What type of pencil?,Mechanical
0a/0ab8d6a5.jpg,What is the product type?,Rug
de/de710d6b.jpg,For what phone is this case?,Samsung
85/85192c70.jpg,Are the sides transparent?,Yes
2b/2b50a58e.jpg,What type of shoe?,Flat
b0/b000c7e9.jpg,What is the style? ,Floaters
ee/ee8ee952.jpg,What is the brand?,Solimo
47/47f0c738.jpg,What is the item color?,Multicolor
66/66f3a68c.jpg,What is the product's brand?,Solimo
c9/c908bca8.jpg,What is the brand?,365
61/61c0b47f.jpg,What is the product type?,Sandal
8f/8fad5c31.jpg,What is the shoe style?,Running
08/08144828.jpg,Is pepper inside?,Yes
a0/a0da1f7c.jpg,What is the item type?,Wipe
17/1724b6bd.jpg,What voltage is indicated?,1.45v
1a/1a51ba5e.jpg,What type of case is this?,Hard
87/879ff60d.jpg,What is the pendant's shape?,Letter
ee/ee8ee952.jpg,What type is it?,Case
32/321fcc27.jpg,What year was it made?,2019
4c/4cbec01e.jpg,Is it hard or soft?,Hard
1e/1ee9b2ab.jpg,What is the brand?,Flavia
09/0939932e.jpg,What's the mAh?,6700
ee/ee8ee952.jpg,What is the cover's style?,Hard
ee/ee8ee952.jpg,What is the product brand?,Solimo
d6/d6945f3a.jpg,What is the case finish?,Hard
83/8384716b.jpg,What is the brand?,Eono
b0/b0260cf1.jpg,Is the case hard?,Yes
d2/d26ac26b.jpg,What is the volume?,300ml
2f/2f357c87.jpg,What is the product type?,Case
40/409f84f1.jpg,What is the model?,On5
04/04eaffd5.jpg,What is the cover pattern?,Printed
64/643ed8a2.jpg,Is the cover 3D?,Yes
37/37edbcc5.jpg,What is the type?,Herb
8a/8a7ec9fe.jpg,What is the product type?,Case
66/66f3a68c.jpg,What is the case's design?,Sparkle
49/493cf92c.jpg,What color is the pad?,Black
03/03633951.jpg,Is the product a kitchen item?,Yes
a8/a81013b1.jpg,Are there wheels?,Yes
e2/e2836fa1.jpg,What is the earring color?,Silver
91/916cd447.jpg,What is the outer material?,PU
0f/0f2fadac.jpg,What is the bread style?,Classic
9c/9c7e0999.jpg,What is the brand?,Find
c8/c8760d92.jpg,What is the color?,Multi
01/01bd5c1d.jpg,What shape is the flower?,Star
76/76d7700f.jpg,What is the design's style?,Pattern
97/97dd241e.jpg,What is it made of?,Silicon
c3/c3d3e7af.jpg,Is it a hard case?,Yes
66/66f3a68c.jpg,What brand is this?,Solimo
d0/d0421259.jpg,Is it hard case?,Yes
87/87dfb91d.jpg,What is the phone model?,Samsung
b7/b73b25ac.jpg,What is the material?,Linen
ee/ee8ee952.jpg,What is the cover color?,Others
01/01bd5c1d.jpg,What is the product type?,Case
66/66f3a68c.jpg,What is the cover's design?,Printed
2d/2d893938.jpg,What type of product is this?,Shoes
19/1985be5a.jpg,Is the table cloth wipeable?,Yes
ee/ee8ee952.jpg,What is the product brand?,Solimo
2f/2f357c87.jpg,What is the phone's model?,Lenovo
dd/dd79a8c6.jpg,What is the brand name?,Symbol
ee/ee8ee952.jpg,What type of product is this?,Case
85/85192c70.jpg,What is the primary material?,Silicone
66/66f3a68c.jpg,Is it slim?,Yes
85/851a01bf.jpg,Is it foaming?,Yes
a4/a4dac12b.jpg,What is the case's material?,Plastic
49/49b1b22b.jpg,What is the case's brand?,Solimo
11/1144bdd7.jpg,What is the brand?,Solimo
a8/a81013b1.jpg,Is there a lock?,Yes
46/464be777.jpg,Is it patterned?,Yes
49/492fc186.jpg,What is the product type?,Handbag
49/49b1b22b.jpg,What is the product type?,Case
44/44a5a528.jpg,What brand is this?,Whole
9c/9c7e0999.jpg,What is the color?,Blue
ee/ee8ee952.jpg,Is it for mobile?,Yes
f7/f721e28e.jpg,What is the product type?,Box
49/49b1b22b.jpg,What is the phone model?,Samsung
38/38bf2cb2.jpg,What is the product type?,Furniture
49/492fc186.jpg,What is the material?,Leather
da/da8bd4e6.jpg,What is the recliner's style?,Midback
53/53f5aefe.jpg,What is the model name?,Samsung
66/66f3a68c.jpg,What is the product model?,LG
d2/d26ac26b.jpg,What is the product type?,Deodorizer
2f/2f357c87.jpg,Is it floral?,No
2a/2af5eb88.jpg,What is the model?,OnePlus
71/71458637.jpg,What is the case's pattern?,Skull
76/7609f8b2.jpg,What is the brand?,Solimo
85/85192c70.jpg,What brand is this case?,Solimo
2d/2d365371.jpg,What kind of tap is it?,Mixer
19/19a4bbd7.jpg,What is the weight?,Eight
74/747b9d79.jpg,What is the item shape?,Round
a1/a1b1d8d5.jpg,What is the case's color?,Multicolor
6d/6d0c34c5.jpg,What type of spice is it?,Clove
bc/bcb7af0e.jpg,What is the product type?,Bedding
e3/e359697f.jpg,What is the brand?,Solimo
c6/c6e646ea.jpg,What is the case's color?,Others
98/98e44c09.jpg,What is the brand?,Movian
e1/e1ae9891.jpg,How many boxes?,Six
26/2647b2c3.jpg,What are these?,Boxes
1a/1a76fd1b.jpg,Is it a hard case?,Yes
d2/d29a5406.jpg,What is the material?,Polypropylene
d8/d89025e7.jpg,What type of product?,Case
c3/c3d3e7af.jpg,What is the design on the cover?,Girl
d6/d6344595.jpg,What is the item shape?,Drum
fb/fb8f9810.jpg,Is this a source of fiber?,Yes
48/48f49086.jpg,What pasta shape is it?,Elbow
c9/c9f9182d.jpg,What is the finish?,Walnut
47/47f0c738.jpg,What is the brand?,Solimo
21/2166ab66.jpg,What is the brand?,Solimo
49/49b1b22b.jpg,Is it printed?,Yes
77/77277a7c.jpg,What is the model?,M350
26/2611809d.jpg,Is it 3D?,Yes
b9/b9eca09c.jpg,What is the ring's color?,White
ee/ee8ee952.jpg,What is the color?,Multi
39/3974e49d.jpg,What color is the luggage?,Black
fd/fd0cbd26.jpg,Is this wall art?,Yes
66/66f3a68c.jpg,What is the product?,Cover
c5/c5d39949.jpg,What layout is this?,QWERTY
2d/2d3b0fce.jpg,What color is it?,Yellow
3a/3a322092.jpg,What is the brand?,Amazon
2f/2f357c87.jpg,What is the case's brand?,Solimo
20/20d87514.jpg,What is the color?,Tan
50/5040f069.jpg,How many batteries?,60
49/49b1b22b.jpg,For what model?,Z2
48/48af0b36.jpg,What is the product's brand?,365
50/5074399c.jpg,What type of pencil is this?,Mechanical
2f/2f357c87.jpg,What is the case style?,Pattern
af/af8fb82c.jpg,What is the color?,White
ee/ee8ee952.jpg,Is it hard?,Yes
a0/a0dc87bb.jpg,What is the product color?,Others
fa/fad4b44d.jpg,What type of case is this?,Back
38/3810bdb7.jpg,What is the item shape?,Rectangle
62/62a719d2.jpg,What is the product volume?,2.2L
66/66f3a68c.jpg,What is the product type?,Case
47/47f0c738.jpg,What brand is this case?,Solimo
d8/d89025e7.jpg,What ports have cutouts?,Audio
66/66f3a68c.jpg,What is the product color?,Others
96/9636d713.jpg,What is it made of?,Aluminium
66/66f3a68c.jpg,What type of case is it?,Back
2a/2af5eb88.jpg,What is the color?,Multicolor
85/85192c70.jpg,What is the case material?,Silicone
62/62dd718c.jpg,What is the shoe style?,Running
49/49b1b22b.jpg,What is it printed?,3D
ee/ee8ee952.jpg,Is the case printed?,Yes
83/838acee1.jpg,What is the phone brand?,Samsung
d5/d503674c.jpg,What is the phone model?,iPhone
0c/0c74dc68.jpg,What brand is this? ,Symbol
67/67efe10f.jpg,What color is the case?,Black
55/556d924b.jpg,What is the product type?,Case
7a/7a02ed03.jpg,What is the heel type?,Flats
2f/2f6b4a14.jpg,What is the design?,Printed
36/36cae1bf.jpg,What is the case's material?,Plastic
d5/d53d0fc9.jpg,What is the color?,Brown
ee/ee8ee952.jpg,What is the cover style?,Back
d5/d53d0fc9.jpg,What is the item shape?,Square
c5/c50c9eb5.jpg,What is the product shape?,Rectangular
b9/b933da81.jpg,What is the brand?,Amazon
d8/d800bab7.jpg,What is the brand?,Flavia
d8/d87e51cf.jpg,What phone is this case for?,OnePlus
d8/d87e51cf.jpg,What is the case color?,Multicolor
47/47f0c738.jpg,What kind of case is it?,Hard
f4/f424e62f.jpg,What brand is this?,Solimo
ee/ee8ee952.jpg,What is the product type?,Case
9f/9f0d26f1.jpg,Is this bag handled?,Yes
76/76230cad.jpg,What is the brand?,Solimo
41/41951f79.jpg,What type of shoes are these?,Sneakers
20/20964e20.jpg,Does the product contain soy?,No
61/61238b95.jpg,What type is it?,Table
0c/0ce51adc.jpg,What is the brand?,Happy
eb/eb48aa00.jpg,What is the color?,Pink
f4/f42e4b94.jpg,What country is this from?,USA
d6/d6b46f82.jpg,What is the product type?,Case
66/66f3a68c.jpg,What is the case's color? ,Others
a3/a3c705ae.jpg,What is the product type?,Case
b6/b61b53b7.jpg,What is the duvet's color?,Blue
ee/ee8ee952.jpg,What type of case is this?,Hard
0f/0f5e9e0e.jpg,What is the brand?,Solimo
85/858fc524.jpg,What is the color?,Silver
ec/ecdafc7a.jpg,What is its style?,1-Pack
73/738f492c.jpg,What type of flour?,Besan
66/66f3a68c.jpg,What is the product type?,Case
49/49b1b22b.jpg,What is the case's brand?,Solimo
62/62dd718c.jpg,What is the brand?,Fusefit
9e/9ea4b0cd.jpg,What shape is it?,Rectangle
93/930389d7.jpg,What is the flour's color?,Yellow
70/704aa9d9.jpg,What is the brand?,Amazon
fe/fe7d7b58.jpg,What kind of pasta?,Thin
11/113cce67.jpg,What is the toe shape?,Round
a8/a81013b1.jpg,Is the handle adjustable?,Yes
f7/f7e609cc.jpg,What is the cover's design?,Cat
fa/fad4b44d.jpg,What phone is this for?,Huawei
c8/c8e78ae3.jpg,What is the product type?,Furniture
