image_path,question,answer,generated_answer
68/68d053fa.jpg,What is the product type?,EARRING,camera
c4/c4cacb3e.jpg,What shape is it?,Round,rectangle
40/4047022a.jpg,What is the product?,Syrup,phone
b7/b72b9aff.jpg,What is the headboard style?,Classic,mystic
0f/0f6bc572.jpg,What is the brand?,365,meadow
b7/b7224f00.jpg,What is the material?,Fabric,cotton
15/15426a6c.jpg,What type of alcohol?,Isopropyl,vodka
ee/ee8ee952.jpg,What is the product type?,Case,cell phone
f4/f4ac352d.jpg,What is the brand?,AmazonBasics,kleenex
f5/f55cd209.jpg,What is the jewelry's color?,Gold,silver
72/72094101.jpg,What is the phone case color?,Others,white
ab/ab1c2c00.jpg,What is the main color?,Blue,blue
59/59b514a0.jpg,What brand is this?,365,african pride
1c/1c732a10.jpg,What brand is this?,Wholefoods,coca-cola
90/90095061.jpg,What is the phone's brand?,Solimo,samsung
b0/b0fd4b78.jpg,What type of salt?,Himalayan,sea
82/827c8c67.jpg,What's the main color?,Multicolor,yellow
1c/1ce8d069.jpg,What is the color?,Brown,brown
85/85192c70.jpg,What is the case's brand?,Solimo,tramonti
1a/1a3ccc57.jpg,What is the case's color?,Multicolor,black
fb/fbff0ecf.jpg,What is the material?,Plastic,plastic
a8/a821e6ee.jpg,What kind of product is this?,Cover,shoes
e3/e37921a4.jpg,What is the style?,Contemporary,modern
ea/ea685872.jpg,What is the material?,Rubber,wood
47/47f0c738.jpg,What is the case's material?,Plastic,plastic
2f/2f7e4de2.jpg,What is the frame material?,Nickel,wood
66/66d4816d.jpg,What brand is this?,Solimo,daiwa
f8/f82a2046.jpg,What is the product type?,Case,tablet
f0/f0b7fed2.jpg,What is the brand?,Amazon,buddha
98/985a6985.jpg,What is the upper material?,Suede,cotton
66/66f3a68c.jpg,What is the product's type?,Case,cell phone
49/49b1b22b.jpg,What is the color?,Others,white
9c/9c39d6b3.jpg,What is the model?,Realme,aqua
7a/7aef6230.jpg,What is the style?,Cycle,casual
8c/8c6ed80a.jpg,What is the brand?,Solimo,apple
49/49b1b22b.jpg,Is it printed?,Yes,no
9a/9af4eeb9.jpg,What is its form?,Tablet,tablet
9f/9f037683.jpg,What color is this?,Black,green
9f/9f6f86ac.jpg,What is the product type?,Case,shoes
4f/4f8e6df2.jpg,What style is this?,Slide,mittens
6e/6e453272.jpg,What is the product type?,Handbag,shoe
94/94569c1a.jpg,What is the flavor?,Orange,vanilla
93/932d3ac5.jpg,What is the desk's color?,White,white
66/66f3a68c.jpg,What is the case's brand?,Solimo,apple
79/795e86b5.jpg,What is the serving size?,One,1 cup
2b/2b56452e.jpg,What is the model name?,Leather,birkenstock
05/054232af.jpg,What is the brand?,AmazonBasics,wire
ee/ee8ee952.jpg,What's the case's pattern?,Texture,solid
49/49b1b22b.jpg,What is the phone model?,Samsung,iphone
2f/2f357c87.jpg,Is it flexible?,Yes,yes
d9/d918f0e5.jpg,What is the product type?,Grocery,yogurt
16/1605ac2c.jpg,What is the product type?,Grocery,shelled almonds
2f/2f357c87.jpg,What is printed on it?,Butterflies,apple
66/66f3a68c.jpg,What's the case's color?,Others,white
4a/4a6df429.jpg,What is the cable's shape?,Round,cable
e3/e3f082e6.jpg,What is the rug’s color?,Beige,blue
49/49b1b22b.jpg,What is the product type?,Case,television
20/20533b83.jpg,Is it a dairy product?,Yes,no
e7/e71d4fcf.jpg,What is the roller color?,Red,blue
74/74d9798d.jpg,What is the product's brand?,Solimo,none
19/19ad5330.jpg,What is the phone brand?,Vivo,apple
ee/ee8ee952.jpg,What brand is this?,Solimo,apple
66/66f3a68c.jpg,What is the color?,Others,blue
85/85192c70.jpg,What is the product type?,Case,phone
ee/ee8ee952.jpg,What is the color?,Others,white
52/528cded9.jpg,What is the phone model?,M10,samsung
49/49b1b22b.jpg,What kind of design is it?,Printed,abstract
ba/ba08c81b.jpg,What color are the sneakers?,Beige,red
02/02af9212.jpg,What is the closure type?,Buckle,bolt
ee/ee8ee952.jpg,What is the product type?,Case,cell phone
ae/aebfa0b7.jpg,Are lenses coated?,Yes,no
62/62776d98.jpg,What is the brand?,Stone,unknown
35/358fa1d5.jpg,What is the phone case style?,Professional,thin
13/1395d950.jpg,What is the bulb color?,Daylight,red
28/28042a02.jpg,What is the product's brand?,AmazonFresh,apple
e3/e3a2ef84.jpg,What is the print type?,3D,letter
a3/a3f82c2c.jpg,What is the product type?,Case,clothing
39/397e5cb1.jpg,What is the product brand?,365,samsung
54/5442c911.jpg,What is the outer material?,Suede,plastic
b2/b24c2779.jpg,Is it a hard case?,Yes,yes
2d/2ddfb265.jpg,What is the item shape?,Rectangular,rectangle
56/560c4e47.jpg,What is the slide length?,Ten,100
ca/ca577b21.jpg,What is the brand?,Stone,furniture
7a/7a7dbdf7.jpg,What is the pattern shape?,Shape,circle
5a/5ab25a6d.jpg,What type of shoes are these?,Formal,sandals
12/12e279c2.jpg,What is the model's name?,A20s,aston martin db10
9b/9bab95c4.jpg,What is the lamp's brand?,Ravenna,lampe berger
66/66f3a68c.jpg,What is the color?,Others,blue
6d/6d0776bc.jpg,What is the model name?,Maui,bottle
66/66f3a68c.jpg,What kind of case?,Hard,iphone
fb/fbfb7a56.jpg,Is it organic?,Yes,no
2f/2f357c87.jpg,What is the design printed?,Stone,tiger
fb/fb6b9efb.jpg,What is the product material?,Wood,plastic
d9/d91e9beb.jpg,What is the brand?,Amazon,usb
d9/d980b144.jpg,Is it fair trade?,Yes,no
4c/4c2dfeab.jpg,What color is the cover?,Black,white
66/66f3a68c.jpg,Is the cover printed?,Yes,no
99/994fde66.jpg,What are the materials?,Glass,metal
23/23ad1508.jpg,What is the product type?,Shoes,clothing
00/002baf89.jpg,Contains what kind of nut?,Almond,almonds
a4/a4b3d55b.jpg,Is it Kosher?,Yes,no
32/32518e98.jpg,What is the material?,Leather,cotton
2f/2f357c87.jpg,What is the case's style?,Pattern,modern
8e/8ea8ae8e.jpg,What is the model number?,CS-GY,1001
a7/a7e27c60.jpg,What brand is this?,Solimo,apple
30/30c33a30.jpg,What is the item height (inches)?,25.2,1
c6/c6d57925.jpg,Is this product organic?,Yes,yes
eb/ebf2af0b.jpg,What is the outer material?,Leather,plastic
c4/c448b282.jpg,What is the package color?,White,brown
ee/ee8ee952.jpg,What is the product brand?,Solimo,apple
ee/ee8ee952.jpg,What is the case's finish?,Hard,plastic
d8/d8d6b06c.jpg,What is the product's color?,Green,white
d7/d7f1f5c1.jpg,What is the case color?,Others,white
08/086554aa.jpg,What is the style?,Auro,modern
d7/d7156cfb.jpg,What is the case material?,Silicone,plastic
2f/2f357c87.jpg,What is the case color?,Multicolor,blue
66/66f3a68c.jpg,What is the color?,Others,blue
08/0870742d.jpg,What voltage is shown?,Three,3v
7a/7a0fc131.jpg,What type of product is this?,BOOT,phone
86/867ec3dc.jpg,What is the brand?,AmazonCommercial,apple
49/49b1b22b.jpg,What is the product type?,Case,television
8c/8c14351b.jpg,What color is the sole?,Black,white
d1/d10156f8.jpg,What brand is this?,Solimo,polaris
49/49b1b22b.jpg,What is the style?,Hard,modern
49/49b1b22b.jpg,What kind of print?,3D,sweat
98/98a7b6ca.jpg,Is it 4000K?,Yes,no
04/0409f450.jpg,Is it patterned?,Yes,no
83/83f63230.jpg,What is the product type?,String,mug
ad/ad9c0a1e.jpg,Is it organic?,Yes,no
ee/ee8ee952.jpg,What is the phone model?,Y81i,iphone 6s
75/7540d688.jpg,What is the stone color?,Pink,pink
a5/a5f4f881.jpg,What is the style?,Transitional,modern
36/36cae1bf.jpg,What is the brand?,Solimo,dunlop
20/20432abd.jpg,What is the material?,Metal,wood
2e/2e67ba17.jpg,What is the necklace length?,Eighteen,"18"""
16/166210c4.jpg,What is the cover's pattern?,Nature,geometric
44/4420b41c.jpg,What is the model name?,Noah,samsung
8f/8fcef983.jpg,What is the color?,White,brown
2f/2f357c87.jpg,What is the case's color?,Multicolor,blue
d0/d0b1a165.jpg,What is it made of?,Plastic,plastic
a3/a3b25207.jpg,What is the brand?,Wag,hollister
49/49b1b22b.jpg,What type of case?,Back,suit
13/1303bad5.jpg,What is the style?,Pop,modern
e1/e14e525c.jpg,What is the pattern?,Textured,no pattern
3b/3badd17e.jpg,What is the product type?,Grocery,clothing
1e/1ed4e755.jpg,What is the product's brand?,Stone,apple
44/441e7145.jpg,What color is it?,Blue,black
49/49b1b22b.jpg,What is the cover's color?,Others,white
67/67ee9375.jpg,What is the quantity?,Three,1
49/49b1b22b.jpg,What type of case is this?,Hard,suit
ee/ee8ee952.jpg,What is the color?,Others,white
84/84664555.jpg,What is the jewelry's style?,Teardrop,earring
d8/d89025e7.jpg,What brand is this?,Solimo,apple
83/836b6a1f.jpg,What is the item's color?,Stainless,brown
bb/bb6e749f.jpg,What brand is this?,Solimo,apple
85/85b0c54f.jpg,What is the color?,Silver,pink
f6/f620505a.jpg,What type of product is this?,Home,clothing
84/84a7a034.jpg,What is the stool color?,Brown,white
85/85192c70.jpg,What is the case's material?,Silicone,plastic
36/36cae1bf.jpg,What is the case style?,Designer,shelf
50/509ff2ec.jpg,What is the rug's pattern?,Plaid,solid
85/85192c70.jpg,What is the case material?,Silicon,plastic
a8/a873a6c0.jpg,What is the sheet count?,Hundred,200
b6/b64327d5.jpg,What is the material?,Wood,plastic
66/66f3a68c.jpg,What is the item?,Cover,phone
6e/6ee35425.jpg,Is it vegan?,Yes,no
44/44712fdd.jpg,How many slots does it have?,Four,1
2b/2b763c41.jpg,Is the case plastic?,No,no
1d/1d0abc9e.jpg,What is the closure type?,Lace-Up,zipper
76/76df4436.jpg,What is it?,Cover,calm
01/015ea20e.jpg,What type of product is this?,BOOT,pencil
2a/2af5eb88.jpg,What is the case style?,Pattern,flip
85/85192c70.jpg,What is the model name?,Samsung,tramonti
66/66fcdd70.jpg,What color is the product?,Black,black
03/0371d2f6.jpg,What type of belt is this?,Weightlifting,cordura
fd/fd32a025.jpg,What type of cable is it?,USB,usb
49/49b1b22b.jpg,Is there warranty?,No,no
fc/fc1bc93c.jpg,What is the mat's color?,Black,white
f7/f71b27a8.jpg,What is the shoe material?,Synthetic,leather
18/18b28275.jpg,Are they vegan?,Yes,no
e6/e6ac5aea.jpg,What is the insole's material?,Gel,plastic
56/56067b13.jpg,Is the soup perishable?,Yes,no
85/85192c70.jpg,What style is this?,Pattern,tramp
ed/edfa68e8.jpg,What color is the bear?,Cream,gray
1b/1b1427ec.jpg,What is the product type?,LIGHT_BULB,bed
f8/f803000c.jpg,Is the case hard?,Yes,yes
8f/8f48d6ea.jpg,What is the item's type?,Case,clothing
ee/ee8ee952.jpg,What type of case is it?,Hard,flip
7b/7b5d1889.jpg,What is the phone model?,Xiaomi,iphone
aa/aafbe17e.jpg,What is the gender?,Men's,male
ee/ee8ee952.jpg,What is the case's color?,Others,black
88/8868f75d.jpg,What is the phone case style?,Designer,flip
ee/eeae8183.jpg,What is on the label?,Leaves,allspice
02/021fc8bd.jpg,Is it a hard case?,Yes,yes
51/51a86200.jpg,What style is it?,3-Shelf,modern
2f/2f357c87.jpg,What is the case's color?,Multicolor,blue
8e/8ed20391.jpg,What is the case pattern?,Printed,rectangle
24/248f0185.jpg,What is the total fat?,Eleven,100
37/37cc4cdd.jpg,What color is it?,Grey,blue
ee/ee8ee952.jpg,What is the product's brand?,Solimo,apple
12/126be570.jpg,What color is the shoe?,Pink,black
d4/d438bf67.jpg,What is the pattern?,Plaid,striped
70/70d5a4ed.jpg,What is the model's name?,T99al7009r,apple iphone 12
2f/2f357c87.jpg,Is it a case?,Yes,yes
b1/b1ffaacf.jpg,What is the brand?,AmazonBasics,apple
2f/2f357c87.jpg,What is the main material?,Silicon,plastic
1a/1a1edd5b.jpg,What is the cut style?,Round,round cut
b5/b5bb55d2.jpg,What is the item weight?,500g,1.5kg
ee/ee8ee952.jpg,What is the phone cover's brand?,Solimo,apple
66/66f3a68c.jpg,What is the case's color?,Multi,white
d8/d8799e8e.jpg,What processes shellfish?,Facility,cultivation
ec/ec13de05.jpg,What is the style?,Classic,modern
49/49b1b22b.jpg,What is the model?,Zenfone,iphone
12/127cc9d2.jpg,What is the pattern?,Plaid,spiral
2c/2c5c758f.jpg,What is the bottle's cap color?,White,white
fa/faa73c11.jpg,What is the brand?,Solimo,helly hansen
d8/d87e51cf.jpg,What type of product is this?,Case,phone
36/36b2baa2.jpg,Is it roasted?,Yes,no
bd/bda1263b.jpg,What is the pattern?,Floral,triangle
2f/2f357c87.jpg,What is the brand?,Solimo,apple
ee/ee8ee952.jpg,What is the case's color?,Others,black
cb/cb3d7615.jpg,What is the product?,Glass,glass
2f/2f357c87.jpg,What is the main material?,Silicone,plastic
eb/eb3d74df.jpg,What is the product type?,Case,shoe
2a/2af5eb88.jpg,What is it made of?,Plastic,plastic
f1/f17fc78b.jpg,What is the shoe color?,Black,black
ee/ee8ee952.jpg,What brand is this?,Solimo,apple
8f/8f46961e.jpg,What is the material?,Silicone,plastic
20/20533b83.jpg,What is the guarantee?,Satisfaction,1 year
c2/c2a33814.jpg,What country is this for?,JP,japan
78/78c5f1b9.jpg,Is the back cover hard?,Yes,no
d9/d9b45cd7.jpg,What is the case color?,Multicolor,white
2f/2f357c87.jpg,What is the model?,Motorola,iphone 6s
66/66f3a68c.jpg,What is the cover type?,Back,card
29/296761eb.jpg,What is the material?,Canvas,plastic
54/543f9693.jpg,What is the main color?,Brown,white
ba/bac78528.jpg,What kind of oil?,Avocado,soy
66/66f3a68c.jpg,What is the cover's color?,Others,blue
2f/2f357c87.jpg,Is the case flexible?,Yes,yes
b0/b064ae66.jpg,What material are these parts?,Metal,plastic
50/501749fc.jpg,Are cushions reversible?,Yes,yes
20/209ad472.jpg,What is the brand name?,Amazon,vivitar
15/1591945e.jpg,What style are these?,Running,polo
66/66f3a68c.jpg,What type is it?,Hard,smartphone
82/822c4057.jpg,What shape is it?,Rectangle,square
19/19a544b9.jpg,What is the product type?,Cabinet,clothing
3e/3e095482.jpg,Is it printed?,Yes,no
e8/e8a30084.jpg,What is the shoe material?,Synthetic,leather
18/187e8e6e.jpg,What color is the sauce?,Green,blue
ec/ec69d9c6.jpg,What is the item type?,Grocery,clothing
66/66f3a68c.jpg,What is the cover's pattern?,Mash,solid
95/9571d10e.jpg,Is the case lightweight?,Yes,yes
66/66f3a68c.jpg,What is the case's brand?,Solimo,apple
66/66f3a68c.jpg,What is the phone model?,Vivo,iphone
a6/a6f32c2d.jpg,What color are these shoes?,Beige,blue
3a/3a97bcb3.jpg,What is the shoe brand?,Solefit,adidas
55/552ac40d.jpg,Is the installation easy?,Yes,yes
2f/2f357c87.jpg,What is the brand name?,Solimo,apple
49/49b1b22b.jpg,What is the product type?,Case,television
a2/a2e0f4e5.jpg,What is the product type?,Case,clothing
64/64ef73d5.jpg,Does it have warranty?,No,no
e4/e4702a3a.jpg,What is the product type?,Case,furniture
2e/2eed1899.jpg,What type of sheet is it?,Flat,polyester
d6/d63537d2.jpg,What color are these shoes?,Burgundy,white
e9/e9d087c4.jpg,What is the brand?,Solimo,unknown
4c/4cf99001.jpg,What is the case's pattern?,Peacock,solid
56/56ceb168.jpg,What shape is it?,Drum,cylinder
37/372231fb.jpg,What brand is this?,The Fix,polo ralph lauren
a1/a1f36d23.jpg,What kind of tablet is it?,Vegan,samsung
2f/2f357c87.jpg,What is the phone case brand?,Solimo,apple
ee/ee8ee952.jpg,What is the brand?,Solimo,apple
ee/ee8ee952.jpg,What brand is this?,Solimo,apple
66/66f3a68c.jpg,What kind of case is it?,Hard,iphone
6c/6c5ec7a2.jpg,Is the case flexible?,Yes,no
ee/ee8ee952.jpg,Is the case hard?,Yes,yes
6e/6ee91e9c.jpg,What is the product type?,Sofa,box
66/66c28ae0.jpg,What is the table material?,Wood,wood
9e/9eb555dd.jpg,What is the product type?,FINEEARRING,shoe
82/82433cb2.jpg,What brand is this?,365,pepsi
4b/4b6698ea.jpg,What is the item's color code?,#555555,gray
2a/2af6c157.jpg,What is the item style?,Designer,clothing
