image_path,question,answer,generated_answer
66/66f3a68c.jpg,What is the print type?,3D,full access to device ports & buttons
3e/3e973eca.jpg,What is the brand?,Solimo,apple
c2/c2809e46.jpg,What is the hat's color?,Beige,white
63/63e690a1.jpg,What is it printed?,3D,ukraine
ab/abe6e061.jpg,What is the brand?,Symbol,hush puppies
5a/5a666bb9.jpg,What is the product brand?,Solimo,vivo
d6/d6b64c5e.jpg,What is the brand?,AmazonCommercial,none
30/30aeb21b.jpg,Sourced from which farmers?,Women,women farmers
74/743b0ea8.jpg,What is the brand?,AmazonBasics,envelopes
2f/2f357c87.jpg,What is the phone model?,Lenovo,iphone 6
9f/9f6f86ac.jpg,What kind of case is it?,Hard,optimal lift
86/86f4b057.jpg,What is the primary color?,Brown,gray
6c/6ca74e2f.jpg,What is the frame's height?,Nine,"9"""
2f/2f357c87.jpg,What is the case color?,Multicolor,blue
49/49b1b22b.jpg,What kind of printing?," ""3D""",optimal lift
95/9574ab4f.jpg,What ingredient is listed?,Coconutmilk,"organic coconut milk (filtered water, organic coconut cream), calcium carbonate, organic natural flavor, organic locust bean gum, gellan gum, natural flavor, sea salt, vitamin a palmitate, ergocalciferol (vitamin d2), cyanocobalamin (vitamin b12)"
d9/d90b4914.jpg,What shape is the base?,Cylinder,cylinder
14/14cee98d.jpg,Is it a hard case?,Yes,yes
49/49b1b22b.jpg,What is the brand?,Solimo,optimal lift
b3/b3db853f.jpg,Is it Slim?,Yes,yes
87/87dfb91d.jpg,What is the product color?,Multi-colored,clear
a0/a048ac8e.jpg,What is the frame material?,Wood,wood
58/5882a6c2.jpg,What is the brand?,Solimo,huawei
49/49b1b22b.jpg,What is the case style?,Hard,optimal lift
f2/f29be0aa.jpg,What is the product type?,Envelope,gummed seal system closure
16/16f28c09.jpg,What is the model's name?,Mason,hurricane xlt 2
ee/ee8ee952.jpg,Is it printed?,Yes,yes
49/49b1b22b.jpg,Is it slim?,Yes,yes
42/42614256.jpg,What material is it?,Metal,metal
72/720c86e2.jpg,What is it made of?,Aluminum,metal
d5/d593fa1b.jpg,What is the phone case color?,Multicolor,black
66/66f3a68c.jpg,What is the case type?,Hard,full access to device ports & buttons
0e/0e7be8b5.jpg,What is the item shape?,Oval,round
77/77ced3ed.jpg,What is the product type? , Handbag,bag
5f/5f949e07.jpg,What is the item color?,Beige,brown
43/434cadb1.jpg,Is it for Coolpad?,Yes,yes
55/55280344.jpg,Is it 3D printed?,Yes,no
2d/2ddfb265.jpg,What is the material?,Silicon,cement
7b/7b3c9f07.jpg,What is the style?,Mixie,chelsea
50/506c6743.jpg,What is the ottoman's pattern?,Plaid,checkered
1e/1ee148d9.jpg,What style is it?,Industrial,modern
ee/ee8ee952.jpg,What is the model?,Nokia,easy fit
79/793a1ccf.jpg,What is the product type?,Handbag,bag
b7/b79b98fc.jpg,What is the product's brand?,Solimo,kirkland
f6/f6a6000f.jpg,What is the product color?,Others,blue
ad/ad53b812.jpg,What is the heel type?,Kitten,heeled
49/49b1b22b.jpg,What is the brand?,Solimo,optimal lift
66/66f3a68c.jpg,What type of product is this?,Case,phone case
68/6823e4e2.jpg,What is the product material?,Silicon,silicone
6c/6ca7d3e1.jpg,What is the brand?,Amazon,forzieri
ee/ee8ee952.jpg,What is the product brand?,Solimo,easy fit
df/dfb18b0b.jpg,What shape is it?,Rectangular,rectangle
64/64a1e1c4.jpg,What material is it?,Metal,metal
25/2508cf33.jpg,Is it for adults?,Adult,yes
ee/ee8ee952.jpg,Is it patterned?,Yes,no
64/648852d5.jpg,Does the case have print?,Yes,yes
72/72469c3f.jpg,What is the design printed?,Mustache,moustache
ff/ff13dcc9.jpg,What color is it?,Black,black
21/21ba04f9.jpg,What is the brand?,Happy,bagel belly
42/42f59719.jpg,What is it?,Microphone,microphone
66/66f3a68c.jpg,What type of case?,Hard,full access to device ports & buttons
0e/0e8178b3.jpg,What is the case's pattern?,Chevron,chevron
ee/ee8ee952.jpg,What is the brand?,Solimo,easy fit
54/540c927d.jpg,What is the brand?,Eono,pawzone
fb/fb04943b.jpg,What kind of chips?,Pita,pita chips
66/66f3a68c.jpg,What is the case's color?,Others,white
95/957ce2a7.jpg,What material is it?,Steel,metal
4d/4d1b283f.jpg,What is the brand?,Amazon,bony levy
85/85c752c0.jpg,What is its type?,Case,silicone case
37/37715cf2.jpg,What is the shoe's style?,Casual,sneaker
77/77f75efb.jpg,What is the cover style?,Designer,transparent
e1/e1fe3898.jpg,What is it made of?,Hardback,plastic
ee/ee8ee952.jpg,What is the product type?,Case,easy fit
20/20533b83.jpg,What company is this?,Amazon,satisfaction guarantee
d5/d50fdda9.jpg,Is cinnamon included?,Yes,yes
b5/b540941c.jpg,What's the cover's design?,Mash,abstract
1d/1df07b99.jpg,What is the material?,Glass,glass
20/20da5515.jpg,What is the brand?,Solimo,samsung
07/07fbc42d.jpg,What is the case's pattern?,Puppy,dog
29/29f1f761.jpg,What is the case's material?,Plastic,plastic
38/38a4f1a1.jpg,What is the number printed?,Three,3
28/28c9d171.jpg,What is the case's color?,Others,orange
06/06e4e75a.jpg,What is the case's material?,Plastic,plastic
3f/3f810730.jpg,What is the heel height?,Flat,0.5
d8/d87e51cf.jpg,What is the main material?,Plastic,aluminum
fe/fe1c02ea.jpg,What is the brand?,Stone,kilim
ee/ee8ee952.jpg,What is the item color?,Others,gray
49/49b1b22b.jpg,What is it printed?,3D,optimal lift
10/104bb299.jpg,What is the brand?,Solimo,nokia
72/72e52a1e.jpg,What is the brand?,Stone,target
c2/c2f5c4a5.jpg,What type of case is it?,Hard,panda
51/51efb69a.jpg,What is the weight in grams?,50,200
2c/2c3d05c5.jpg,What kind of art is it?,Wall,horse
ee/ee8ee952.jpg,What is the color?,Others,white
66/66f3a68c.jpg,What is the cover print?,Paint,full access to device ports & buttons
74/74473c08.jpg,What is the primary case style?,Pattern,imported premium
85/85192c70.jpg,What type of case is it?,Designer,transparent sides
93/936dc5e0.jpg,Is it washable?,Yes,yes
41/41451ef7.jpg,Is it artificial?,No,no
80/80895405.jpg,What is the product's type?,Grocery,bagels
bb/bb754de6.jpg,What is the cover color?,Clear,clear
6f/6fa19cec.jpg,What shape is this case?,Rectangle,square
da/da455922.jpg,Is it for indoor use?,Yes,yes
42/426a357b.jpg,What is the sofa's height?,26.8,"26.8"""
de/dea63308.jpg,Are the stones clear?,Yes,yes
fb/fb0a3d26.jpg,What kind of shoes are these?,Shoes,heels
23/23296528.jpg,What is the outer material?,Synthetic,nubuck
2a/2aec22f8.jpg,What is the model's name?,Itel,huawei y5 2017
5e/5e5a6e60.jpg,What is the quantity?,Two,100
17/177f4cb6.jpg,Is it patterned?,Yes,yes
d2/d24ac17c.jpg,What is the phone case brand?,Solimo,casey
6d/6dfd29b5.jpg,What is the material?,Leather,suede
40/4002cbe8.jpg,Is it for gaming?,Yes,yes
4d/4d2b615b.jpg,What is the color?,White,white
ee/ee8ee952.jpg,What type of cover?,Back,easy fit
bb/bbb54642.jpg,What heel type?,Flats,flat
51/514ac672.jpg,What is the brand?,Ravenna,barnes
fe/fe3bbe6b.jpg,What brand is this?,AmazonBasics,idesign
70/706a3270.jpg,What is the product type?,Case,case
b4/b4522a31.jpg,What is the juice color?,Red,red
49/49b1b22b.jpg,What is the product type?,Case,optimal lift
1d/1db8cffc.jpg,What is the metal?,Gold,silver
15/15405883.jpg,Is it washable?,Yes,yes
82/82b956d0.jpg,Is it trade cocoa?,Fair,no
d3/d3885e08.jpg,What is the material of this case?,Plastic,plastic
2f/2f357c87.jpg,What is the case color?,Multicolor,blue
08/08ab666a.jpg,What is the model number?,SW-WC03,100
75/7555c6b1.jpg,What color is the chair?,Beige,beige
a8/a8072285.jpg,What is the breed?,Small,small breed
b5/b55eebf3.jpg,What is the style?,INNIS-S-10,glitter slide
d1/d1e1346d.jpg,What type of print?,3D,phone case
88/8840bca8.jpg,Is it zippered?,No,yes
28/28215d4c.jpg,What is the brand?,Stone,3drose
c2/c287d62b.jpg,What kind of shoes are these?,Formal,loafer
a4/a48da38f.jpg,What is the brand?,AmazonBasics,ikea
a0/a0ff7165.jpg,Does the product feature shapes?,Yes,yes
e9/e9a2f6b7.jpg,What is the lotion's size?,6,8 fl oz
58/58246d1c.jpg,What kind of product is this?,Medication,vaseline
87/87dfb91d.jpg,What is the product type?,Case,lightweight
2f/2f357c87.jpg,What is the case's brand?,Solimo,note
75/75c17b5c.jpg,What is the product type?,Shoes,men's slim-fit stretch chino pant
93/936dc5e0.jpg,What is the brand?,Pinzon,bathmate
2f/2f357c87.jpg,What is the product type?,Case,phone case
0c/0ce137d2.jpg,What color is it?,Bronze,black
66/66f3a68c.jpg,What is the pattern?,Flower,full access to device ports & buttons
32/32d308a8.jpg,What is the product type?,HOME,duvet cover set
2e/2e17e7e1.jpg,What color is it?,Black,black
48/48cadb33.jpg,What is the pattern?,Love,red
a8/a80d8641.jpg,What is the product type?,Case,case
25/25fd8c8e.jpg,What kind of shoe is this?,Sport,sneaker
36/36cae1bf.jpg,What is the brand?,Solimo,optimal lift
2f/2f357c87.jpg,What is the case's brand?,Solimo,note
48/481c552b.jpg,What is the heel shape?,Kitten,kitten
49/49b1b22b.jpg,Is it 3D printed?,Yes,no
62/62928593.jpg,What is the product type?,GROCERY,trail mix
26/26710113.jpg,What is the brand?,Eono,apple
67/675ee533.jpg,What is it made of?,Silicon,plastic
66/66f3a68c.jpg,What is the product's brand?,Solimo,apple
f0/f0755779.jpg,Is the case flexible?,Yes,yes
34/34eae336.jpg,What color is shown?,Beige,beige
75/758bdc54.jpg,Is this a hard case?,Yes,yes
68/68d053fa.jpg,What is the product type?,EARRING,earring
c4/c4cacb3e.jpg,What shape is it?,Round,round
40/4047022a.jpg,What is the product?,Syrup,syrup
b7/b72b9aff.jpg,What is the headboard style?,Classic,tufted
0f/0f6bc572.jpg,What is the brand?,365,nature's bounty
b7/b7224f00.jpg,What is the material?,Fabric,cotton
15/15426a6c.jpg,What type of alcohol?,Isopropyl,bacardi
ee/ee8ee952.jpg,What is the product type?,Case,easy fit
f4/f4ac352d.jpg,What is the brand?,AmazonBasics,office depot
f5/f55cd209.jpg,What is the jewelry's color?,Gold,gold
72/72094101.jpg,What is the phone case color?,Others,black
ab/ab1c2c00.jpg,What is the main color?,Blue,blue
59/59b514a0.jpg,What brand is this?,365,365
1c/1c732a10.jpg,What brand is this?,Wholefoods,aldi
90/90095061.jpg,What is the phone's brand?,Solimo,xiaomi
b0/b0fd4b78.jpg,What type of salt?,Himalayan,himalayan pink salt
82/827c8c67.jpg,What's the main color?,Multicolor,blue
1c/1ce8d069.jpg,What is the color?,Brown,brown
85/85192c70.jpg,What is the case's brand?,Solimo,transparent sides
1a/1a3ccc57.jpg,What is the case's color?,Multicolor,white
fb/fbff0ecf.jpg,What is the material?,Plastic,plastic
a8/a821e6ee.jpg,What kind of product is this?,Cover,bbq cover
e3/e37921a4.jpg,What is the style?,Contemporary,leather
ea/ea685872.jpg,What is the material?,Rubber,marble
47/47f0c738.jpg,What is the case's material?,Plastic,leather
2f/2f7e4de2.jpg,What is the frame material?,Nickel,aluminum
66/66d4816d.jpg,What brand is this?,Solimo,lg
f8/f82a2046.jpg,What is the product type?,Case,case
f0/f0b7fed2.jpg,What is the brand?,Amazon,jewelryaffairs
98/985a6985.jpg,What is the upper material?,Suede,cotton
66/66f3a68c.jpg,What is the product's type?,Case,full access to device ports & buttons
49/49b1b22b.jpg,What is the color?,Others,black
9c/9c39d6b3.jpg,What is the model?,Realme,oppo r9s
7a/7aef6230.jpg,What is the style?,Cycle,3d
8c/8c6ed80a.jpg,What is the brand?,Solimo,xiaomi
49/49b1b22b.jpg,Is it printed?,Yes,yes
9a/9af4eeb9.jpg,What is its form?,Tablet,capsules
9f/9f037683.jpg,What color is this?,Black,black
9f/9f6f86ac.jpg,What is the product type?,Case,optimal lift
4f/4f8e6df2.jpg,What style is this?,Slide,mule
6e/6e453272.jpg,What is the product type?,Handbag,flavia
94/94569c1a.jpg,What is the flavor?,Orange,natural orange flavor
93/932d3ac5.jpg,What is the desk's color?,White,white
66/66f3a68c.jpg,What is the case's brand?,Solimo,spigen
79/795e86b5.jpg,What is the serving size?,One,1 lozenge
2b/2b56452e.jpg,What is the model name?,Leather,brooklyn
05/054232af.jpg,What is the brand?,AmazonBasics,bowl
ee/ee8ee952.jpg,What's the case's pattern?,Texture,easy fit
49/49b1b22b.jpg,What is the phone model?,Samsung,iphone 6
2f/2f357c87.jpg,Is it flexible?,Yes,yes
d9/d918f0e5.jpg,What is the product type?,Grocery,yogurt
16/1605ac2c.jpg,What is the product type?,Grocery,sicilian sheelled almonds
2f/2f357c87.jpg,What is printed on it?,Butterflies,butterflies
66/66f3a68c.jpg,What's the case's color?,Others,white
4a/4a6df429.jpg,What is the cable's shape?,Round,u
e3/e3f082e6.jpg,What is the rug’s color?,Beige,brown
49/49b1b22b.jpg,What is the product type?,Case,optimal lift
20/20533b83.jpg,Is it a dairy product?,Yes,no
e7/e71d4fcf.jpg,What is the roller color?,Red,black
74/74d9798d.jpg,What is the product's brand?,Solimo,vivo
19/19ad5330.jpg,What is the phone brand?,Vivo,huawei
ee/ee8ee952.jpg,What brand is this?,Solimo,easy fit
66/66f3a68c.jpg,What is the color?,Others,white
85/85192c70.jpg,What is the product type?,Case,case
ee/ee8ee952.jpg,What is the color?,Others,white
52/528cded9.jpg,What is the phone model?,M10,samsung
49/49b1b22b.jpg,What kind of design is it?,Printed,optimal lift
ba/ba08c81b.jpg,What color are the sneakers?,Beige,brown
02/02af9212.jpg,What is the closure type?,Buckle,slip-on
ee/ee8ee952.jpg,What is the product type?,Case,easy fit
ae/aebfa0b7.jpg,Are lenses coated?,Yes,no
62/62776d98.jpg,What is the brand?,Stone,ikea
35/358fa1d5.jpg,What is the phone case style?,Professional,transparent
13/1395d950.jpg,What is the bulb color?,Daylight,white
28/28042a02.jpg,What is the product's brand?,AmazonFresh,amazon fresh
e3/e3a2ef84.jpg,What is the print type?,3D,case
a3/a3f82c2c.jpg,What is the product type?,Case,phone case
39/397e5cb1.jpg,What is the product brand?,365,simple truth
54/5442c911.jpg,What is the outer material?,Suede,suede
b2/b24c2779.jpg,Is it a hard case?,Yes,yes
2d/2ddfb265.jpg,What is the item shape?,Rectangular,square
56/560c4e47.jpg,What is the slide length?,Ten,750
ca/ca577b21.jpg,What is the brand?,Stone,target
7a/7a7dbdf7.jpg,What is the pattern shape?,Shape,diamond
5a/5ab25a6d.jpg,What type of shoes are these?,Formal,loafer
12/12e279c2.jpg,What is the model's name?,A20s,j
9b/9bab95c4.jpg,What is the lamp's brand?,Ravenna,lamp
66/66f3a68c.jpg,What is the color?,Others,white
6d/6d0776bc.jpg,What is the model name?,Maui,via spiga
66/66f3a68c.jpg,What kind of case?,Hard,full access to device ports & buttons
fb/fbfb7a56.jpg,Is it organic?,Yes,yes
2f/2f357c87.jpg,What is the design printed?,Stone,butterfly
fb/fb6b9efb.jpg,What is the product material?,Wood,wood
d9/d91e9beb.jpg,What is the brand?,Amazon,usb
d9/d980b144.jpg,Is it fair trade?,Yes,no
4c/4c2dfeab.jpg,What color is the cover?,Black,black
66/66f3a68c.jpg,Is the cover printed?,Yes,yes
99/994fde66.jpg,What are the materials?,Glass,glass
23/23ad1508.jpg,What is the product type?,Shoes,shoes
00/002baf89.jpg,Contains what kind of nut?,Almond,almond
a4/a4b3d55b.jpg,Is it Kosher?,Yes,yes
32/32518e98.jpg,What is the material?,Leather,leather
2f/2f357c87.jpg,What is the case's style?,Pattern,butterfly
8e/8ea8ae8e.jpg,What is the model number?,CS-GY,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
a7/a7e27c60.jpg,What brand is this?,Solimo,unknown
30/30c33a30.jpg,What is the item height (inches)?,25.2,24
c6/c6d57925.jpg,Is this product organic?,Yes,yes
eb/ebf2af0b.jpg,What is the outer material?,Leather,leather
c4/c448b282.jpg,What is the package color?,White,white
ee/ee8ee952.jpg,What is the product brand?,Solimo,easy fit
ee/ee8ee952.jpg,What is the case's finish?,Hard,matte
d8/d8d6b06c.jpg,What is the product's color?,Green,green
d7/d7f1f5c1.jpg,What is the case color?,Others,black
08/086554aa.jpg,What is the style?,Auro,olimo
d7/d7156cfb.jpg,What is the case material?,Silicone,plastic
2f/2f357c87.jpg,What is the case color?,Multicolor,blue
66/66f3a68c.jpg,What is the color?,Others,white
08/0870742d.jpg,What voltage is shown?,Three,3v
7a/7a0fc131.jpg,What type of product is this?,BOOT,shoes
86/867ec3dc.jpg,What is the brand?,AmazonCommercial,bosch
49/49b1b22b.jpg,What is the product type?,Case,optimal lift
8c/8c14351b.jpg,What color is the sole?,Black,black
d1/d10156f8.jpg,What brand is this?,Solimo,htc
49/49b1b22b.jpg,What is the style?,Hard,optimal lift
49/49b1b22b.jpg,What kind of print?,3D,optimal lift
98/98a7b6ca.jpg,Is it 4000K?,Yes,no
04/0409f450.jpg,Is it patterned?,Yes,yes
83/83f63230.jpg,What is the product type?,String,flag
ad/ad9c0a1e.jpg,Is it organic?,Yes,yes
ee/ee8ee952.jpg,What is the phone model?,Y81i,easy fit
75/7540d688.jpg,What is the stone color?,Pink,pink
a5/a5f4f881.jpg,What is the style?,Transitional,modern
36/36cae1bf.jpg,What is the brand?,Solimo,optimal lift
20/20432abd.jpg,What is the material?,Metal,shockproof
2e/2e67ba17.jpg,What is the necklace length?,Eighteen,"18"""
16/166210c4.jpg,What is the cover's pattern?,Nature,nature lover
44/4420b41c.jpg,What is the model name?,Noah,terra-weave
8f/8fcef983.jpg,What is the color?,White,white
2f/2f357c87.jpg,What is the case's color?,Multicolor,blue
d0/d0b1a165.jpg,What is it made of?,Plastic,plastic
a3/a3b25207.jpg,What is the brand?,Wag,wag
49/49b1b22b.jpg,What type of case?,Back,optimal lift
13/1303bad5.jpg,What is the style?,Pop,red
e1/e14e525c.jpg,What is the pattern?,Textured,plain
3b/3badd17e.jpg,What is the product type?,Grocery,relish
1e/1ed4e755.jpg,What is the product's brand?,Stone,laminated
44/441e7145.jpg,What color is it?,Blue,blue
49/49b1b22b.jpg,What is the cover's color?,Others,black
67/67ee9375.jpg,What is the quantity?,Three,1
49/49b1b22b.jpg,What type of case is this?,Hard,optimal lift
ee/ee8ee952.jpg,What is the color?,Others,white
84/84664555.jpg,What is the jewelry's style?,Teardrop,dangle
d8/d89025e7.jpg,What brand is this?,Solimo,apple
83/836b6a1f.jpg,What is the item's color?,Stainless,silver
bb/bb6e749f.jpg,What brand is this?,Solimo,vivo
85/85b0c54f.jpg,What is the color?,Silver,white
f6/f620505a.jpg,What type of product is this?,Home,towels
84/84a7a034.jpg,What is the stool color?,Brown,brown
85/85192c70.jpg,What is the case's material?,Silicone,transparent sides
36/36cae1bf.jpg,What is the case style?,Designer,optimal lift
50/509ff2ec.jpg,What is the rug's pattern?,Plaid,plaid
85/85192c70.jpg,What is the case material?,Silicon,transparent sides
a8/a873a6c0.jpg,What is the sheet count?,Hundred,150
b6/b64327d5.jpg,What is the material?,Wood,microfiber
66/66f3a68c.jpg,What is the item?,Cover,phone
6e/6ee35425.jpg,Is it vegan?,Yes,yes
44/44712fdd.jpg,How many slots does it have?,Four,2
2b/2b763c41.jpg,Is the case plastic?,No,yes
1d/1d0abc9e.jpg,What is the closure type?,Lace-Up,lace-up
76/76df4436.jpg,What is it?,Cover,phone case
01/015ea20e.jpg,What type of product is this?,BOOT,boots
2a/2af5eb88.jpg,What is the case style?,Pattern,single snap
85/85192c70.jpg,What is the model name?,Samsung,iphone 7 plus
66/66fcdd70.jpg,What color is the product?,Black,dark grey
03/0371d2f6.jpg,What type of belt is this?,Weightlifting,leather
fd/fd32a025.jpg,What type of cable is it?,USB,usb
49/49b1b22b.jpg,Is there warranty?,No,no
fc/fc1bc93c.jpg,What is the mat's color?,Black,yellow
f7/f71b27a8.jpg,What is the shoe material?,Synthetic,leather
18/18b28275.jpg,Are they vegan?,Yes,yes
e6/e6ac5aea.jpg,What is the insole's material?,Gel,leather
56/56067b13.jpg,Is the soup perishable?,Yes,yes
85/85192c70.jpg,What style is this?,Pattern,transparent sides
ed/edfa68e8.jpg,What color is the bear?,Cream,white
1b/1b1427ec.jpg,What is the product type?,LIGHT_BULB,furniture
f8/f803000c.jpg,Is the case hard?,Yes,yes
8f/8f48d6ea.jpg,What is the item's type?,Case,case
ee/ee8ee952.jpg,What type of case is it?,Hard,easy fit
7b/7b5d1889.jpg,What is the phone model?,Xiaomi,xiaomi redmi 4a
aa/aafbe17e.jpg,What is the gender?,Men's,men
ee/ee8ee952.jpg,What is the case's color?,Others,gray
88/8868f75d.jpg,What is the phone case style?,Designer,russian flag
ee/eeae8183.jpg,What is on the label?,Leaves,ground allspice
02/021fc8bd.jpg,Is it a hard case?,Yes,yes
51/51a86200.jpg,What style is it?,3-Shelf,3-tier wire shelving cart
2f/2f357c87.jpg,What is the case's color?,Multicolor,blue
8e/8ed20391.jpg,What is the case pattern?,Printed,slim non slip grip
24/248f0185.jpg,What is the total fat?,Eleven,11g
37/37cc4cdd.jpg,What color is it?,Grey,gray
ee/ee8ee952.jpg,What is the product's brand?,Solimo,easy fit
12/126be570.jpg,What color is the shoe?,Pink,red
d4/d438bf67.jpg,What is the pattern?,Plaid,striped
70/70d5a4ed.jpg,What is the model's name?,T99al7009r,ballerina
2f/2f357c87.jpg,Is it a case?,Yes,yes
b1/b1ffaacf.jpg,What is the brand?,AmazonBasics,target
2f/2f357c87.jpg,What is the main material?,Silicon,plastic
1a/1a1edd5b.jpg,What is the cut style?,Round,round
b5/b5bb55d2.jpg,What is the item weight?,500g,100g
ee/ee8ee952.jpg,What is the phone cover's brand?,Solimo,easy fit
66/66f3a68c.jpg,What is the case's color?,Multi,white
d8/d8799e8e.jpg,What processes shellfish?,Facility,facility
ec/ec13de05.jpg,What is the style?,Classic,simple
49/49b1b22b.jpg,What is the model?,Zenfone,optimal lift
12/127cc9d2.jpg,What is the pattern?,Plaid,tartan
2c/2c5c758f.jpg,What is the bottle's cap color?,White,white
fa/faa73c11.jpg,What is the brand?,Solimo,unknown
d8/d87e51cf.jpg,What type of product is this?,Case,phone case
36/36b2baa2.jpg,Is it roasted?,Yes,yes
bd/bda1263b.jpg,What is the pattern?,Floral,n
2f/2f357c87.jpg,What is the brand?,Solimo,note
ee/ee8ee952.jpg,What is the case's color?,Others,gray
cb/cb3d7615.jpg,What is the product?,Glass,glass
2f/2f357c87.jpg,What is the main material?,Silicone,plastic
eb/eb3d74df.jpg,What is the product type?,Case,slim non slip grip
2a/2af5eb88.jpg,What is it made of?,Plastic,single snap
f1/f17fc78b.jpg,What is the shoe color?,Black,black
ee/ee8ee952.jpg,What brand is this?,Solimo,easy fit
8f/8f46961e.jpg,What is the material?,Silicone,plastic
20/20533b83.jpg,What is the guarantee?,Satisfaction,satisfaction guarantee
c2/c2a33814.jpg,What country is this for?,JP,japan
78/78c5f1b9.jpg,Is the back cover hard?,Yes,yes
d9/d9b45cd7.jpg,What is the case color?,Multicolor,multicolor
2f/2f357c87.jpg,What is the model?,Motorola,iphone 6
66/66f3a68c.jpg,What is the cover type?,Back,full access
29/296761eb.jpg,What is the material?,Canvas,canvas
54/543f9693.jpg,What is the main color?,Brown,brown
ba/bac78528.jpg,What kind of oil?,Avocado,avocado
66/66f3a68c.jpg,What is the cover's color?,Others,white
2f/2f357c87.jpg,Is the case flexible?,Yes,yes
b0/b064ae66.jpg,What material are these parts?,Metal,hardware
50/501749fc.jpg,Are cushions reversible?,Yes,no
20/209ad472.jpg,What is the brand name?,Amazon,wayfair
15/1591945e.jpg,What style are these?,Running,sneakers
66/66f3a68c.jpg,What type is it?,Hard,full access to device ports & buttons
82/822c4057.jpg,What shape is it?,Rectangle,square
