image_path,question,answer,generated_answer
c2/c287d62b.jpg,What kind of shoes are these?,Formal,shoes
a4/a48da38f.jpg,What is the brand?,AmazonBasics,amazonbasics
a0/a0ff7165.jpg,Does the product feature shapes?,Yes,yes
e9/e9a2f6b7.jpg,What is the lotion's size?,6,ounce
58/58246d1c.jpg,What kind of product is this?,Medication,grocery
87/87dfb91d.jpg,What is the product type?,Case,accessory
2f/2f357c87.jpg,What is the case's brand?,Solimo,solimo
75/75c17b5c.jpg,What is the product type?,Shoes,shoes
93/936dc5e0.jpg,What is the brand?,Pinzon,amazonbasics
2f/2f357c87.jpg,What is the product type?,Case,case
0c/0ce137d2.jpg,What color is it?,Bronze,black
66/66f3a68c.jpg,What is the pattern?,Flower,floral
32/32d308a8.jpg,What is the product type?,HOME,home
2e/2e17e7e1.jpg,What color is it?,Black,black
48/48cadb33.jpg,What is the pattern?,Love,heart
a8/a80d8641.jpg,What is the product type?,Case,case
25/25fd8c8e.jpg,What kind of shoe is this?,Sport,shoes
36/36cae1bf.jpg,What is the brand?,Solimo,amazonbasics
2f/2f357c87.jpg,What is the case's brand?,Solimo,solimo
48/481c552b.jpg,What is the heel shape?,Kitten,block
49/49b1b22b.jpg,Is it 3D printed?,Yes,yes
62/62928593.jpg,What is the product type?,GROCERY,grocery
26/26710113.jpg,What is the brand?,Eono,amazonbasics
67/675ee533.jpg,What is it made of?,Silicon,plastic
66/66f3a68c.jpg,What is the product's brand?,Solimo,solimo
f0/f0755779.jpg,Is the case flexible?,Yes,yes
34/34eae336.jpg,What color is shown?,Beige,beige
75/758bdc54.jpg,Is this a hard case?,Yes,yes
68/68d053fa.jpg,What is the product type?,EARRING,shoes
c4/c4cacb3e.jpg,What shape is it?,Round,rectangular
40/4047022a.jpg,What is the product?,Syrup,grocery
b7/b72b9aff.jpg,What is the headboard style?,Classic,modern
0f/0f6bc572.jpg,What is the brand?,365,365
b7/b7224f00.jpg,What is the material?,Fabric,fabric
15/15426a6c.jpg,What type of alcohol?,Isopropyl,alcohol
ee/ee8ee952.jpg,What is the product type?,Case,case
f4/f4ac352d.jpg,What is the brand?,AmazonBasics,amazonbasics
f5/f55cd209.jpg,What is the jewelry's color?,Gold,white
72/72094101.jpg,What is the phone case color?,Others,multicolor
ab/ab1c2c00.jpg,What is the main color?,Blue,blue
59/59b514a0.jpg,What brand is this?,365,365
1c/1c732a10.jpg,What brand is this?,Wholefoods,amazon
90/90095061.jpg,What is the phone's brand?,Solimo,samsung
b0/b0fd4b78.jpg,What type of salt?,Himalayan,sea
82/827c8c67.jpg,What's the main color?,Multicolor,blue
1c/1ce8d069.jpg,What is the color?,Brown,brown
85/85192c70.jpg,What is the case's brand?,Solimo,solimo
1a/1a3ccc57.jpg,What is the case's color?,Multicolor,multicolor
fb/fbff0ecf.jpg,What is the material?,Plastic,plastic
a8/a821e6ee.jpg,What kind of product is this?,Cover,home
e3/e37921a4.jpg,What is the style?,Contemporary,contemporary
ea/ea685872.jpg,What is the material?,Rubber,fabric
47/47f0c738.jpg,What is the case's material?,Plastic,plastic
2f/2f7e4de2.jpg,What is the frame material?,Nickel,wood
66/66d4816d.jpg,What brand is this?,Solimo,solimo
f8/f82a2046.jpg,What is the product type?,Case,home
f0/f0b7fed2.jpg,What is the brand?,Amazon,amazon
98/985a6985.jpg,What is the upper material?,Suede,leather
66/66f3a68c.jpg,What is the product's type?,Case,case
49/49b1b22b.jpg,What is the color?,Others,black
9c/9c39d6b3.jpg,What is the model?,Realme,m31
7a/7aef6230.jpg,What is the style?,Cycle,pack
8c/8c6ed80a.jpg,What is the brand?,Solimo,solimo
49/49b1b22b.jpg,Is it printed?,Yes,yes
9a/9af4eeb9.jpg,What is its form?,Tablet,capsules
9f/9f037683.jpg,What color is this?,Black,black
9f/9f6f86ac.jpg,What is the product type?,Case,accessory
4f/4f8e6df2.jpg,What style is this?,Slide,sandal
6e/6e453272.jpg,What is the product type?,Handbag,shoes
94/94569c1a.jpg,What is the flavor?,Orange,cherry
93/932d3ac5.jpg,What is the desk's color?,White,black
66/66f3a68c.jpg,What is the case's brand?,Solimo,solimo
79/795e86b5.jpg,What is the serving size?,One,two
2b/2b56452e.jpg,What is the model name?,Leather,amz142
05/054232af.jpg,What is the brand?,AmazonBasics,amazonbasics
ee/ee8ee952.jpg,What's the case's pattern?,Texture,floral
49/49b1b22b.jpg,What is the phone model?,Samsung,iphone
2f/2f357c87.jpg,Is it flexible?,Yes,yes
d9/d918f0e5.jpg,What is the product type?,Grocery,grocery
16/1605ac2c.jpg,What is the product type?,Grocery,grocery
2f/2f357c87.jpg,What is printed on it?,Butterflies,girl
66/66f3a68c.jpg,What's the case's color?,Others,multicolor
4a/4a6df429.jpg,What is the cable's shape?,Round,round
e3/e3f082e6.jpg,What is the rug’s color?,Beige,beige
49/49b1b22b.jpg,What is the product type?,Case,grocery
20/20533b83.jpg,Is it a dairy product?,Yes,yes
e7/e71d4fcf.jpg,What is the roller color?,Red,black
74/74d9798d.jpg,What is the product's brand?,Solimo,solimo
19/19ad5330.jpg,What is the phone brand?,Vivo,samsung
ee/ee8ee952.jpg,What brand is this?,Solimo,solimo
66/66f3a68c.jpg,What is the color?,Others,others
85/85192c70.jpg,What is the product type?,Case,case
ee/ee8ee952.jpg,What is the color?,Others,multicolor
52/528cded9.jpg,What is the phone model?,M10,a30
49/49b1b22b.jpg,What kind of design is it?,Printed,printed
ba/ba08c81b.jpg,What color are the sneakers?,Beige,white
02/02af9212.jpg,What is the closure type?,Buckle,lace
ee/ee8ee952.jpg,What is the product type?,Case,case
ae/aebfa0b7.jpg,Are lenses coated?,Yes,yes
62/62776d98.jpg,What is the brand?,Stone,rivet
35/358fa1d5.jpg,What is the phone case style?,Professional,professional
13/1395d950.jpg,What is the bulb color?,Daylight,daylight
28/28042a02.jpg,What is the product's brand?,AmazonFresh,365
e3/e3a2ef84.jpg,What is the print type?,3D,3d
a3/a3f82c2c.jpg,What is the product type?,Case,case
39/397e5cb1.jpg,What is the product brand?,365,365
54/5442c911.jpg,What is the outer material?,Suede,mesh
b2/b24c2779.jpg,Is it a hard case?,Yes,yes
2d/2ddfb265.jpg,What is the item shape?,Rectangular,rectangular
56/560c4e47.jpg,What is the slide length?,Ten,10
ca/ca577b21.jpg,What is the brand?,Stone,rivet
7a/7a7dbdf7.jpg,What is the pattern shape?,Shape,heart
5a/5ab25a6d.jpg,What type of shoes are these?,Formal,shoes
12/12e279c2.jpg,What is the model's name?,A20s,realme
9b/9bab95c4.jpg,What is the lamp's brand?,Ravenna,rivet
66/66f3a68c.jpg,What is the color?,Others,others
6d/6d0776bc.jpg,What is the model name?,Maui,suede
66/66f3a68c.jpg,What kind of case?,Hard,hard
fb/fbfb7a56.jpg,Is it organic?,Yes,yes
2f/2f357c87.jpg,What is the design printed?,Stone,flowers
fb/fb6b9efb.jpg,What is the product material?,Wood,plastic
d9/d91e9beb.jpg,What is the brand?,Amazon,amazonbasics
d9/d980b144.jpg,Is it fair trade?,Yes,yes
4c/4c2dfeab.jpg,What color is the cover?,Black,black
66/66f3a68c.jpg,Is the cover printed?,Yes,yes
99/994fde66.jpg,What are the materials?,Glass,metal
23/23ad1508.jpg,What is the product type?,Shoes,shoes
00/002baf89.jpg,Contains what kind of nut?,Almond,almond
a4/a4b3d55b.jpg,Is it Kosher?,Yes,yes
32/32518e98.jpg,What is the material?,Leather,leather
2f/2f357c87.jpg,What is the case's style?,Pattern,professional
8e/8ea8ae8e.jpg,What is the model number?,CS-GY,amz196
a7/a7e27c60.jpg,What brand is this?,Solimo,amazonbasics
30/30c33a30.jpg,What is the item height (inches)?,25.2,30
c6/c6d57925.jpg,Is this product organic?,Yes,yes
eb/ebf2af0b.jpg,What is the outer material?,Leather,mesh
c4/c448b282.jpg,What is the package color?,White,white
ee/ee8ee952.jpg,What is the product brand?,Solimo,solimo
ee/ee8ee952.jpg,What is the case's finish?,Hard,hard
d8/d8d6b06c.jpg,What is the product's color?,Green,black
d7/d7f1f5c1.jpg,What is the case color?,Others,multicolor
08/086554aa.jpg,What is the style?,Auro,contemporary
d7/d7156cfb.jpg,What is the case material?,Silicone,silicon
2f/2f357c87.jpg,What is the case color?,Multicolor,multicolor
66/66f3a68c.jpg,What is the color?,Others,others
08/0870742d.jpg,What voltage is shown?,Three,three
7a/7a0fc131.jpg,What type of product is this?,BOOT,shoes
86/867ec3dc.jpg,What is the brand?,AmazonCommercial,amazoncommercial
49/49b1b22b.jpg,What is the product type?,Case,grocery
8c/8c14351b.jpg,What color is the sole?,Black,black
d1/d10156f8.jpg,What brand is this?,Solimo,solimo
49/49b1b22b.jpg,What is the style?,Hard,contemporary
49/49b1b22b.jpg,What kind of print?,3D,3d
98/98a7b6ca.jpg,Is it 4000K?,Yes,yes
04/0409f450.jpg,Is it patterned?,Yes,yes
83/83f63230.jpg,What is the product type?,String,sofa
ad/ad9c0a1e.jpg,Is it organic?,Yes,yes
ee/ee8ee952.jpg,What is the phone model?,Y81i,iphone
75/7540d688.jpg,What is the stone color?,Pink,blue
a5/a5f4f881.jpg,What is the style?,Transitional,modern
36/36cae1bf.jpg,What is the brand?,Solimo,amazonbasics
20/20432abd.jpg,What is the material?,Metal,leather
2e/2e67ba17.jpg,What is the necklace length?,Eighteen,18
16/166210c4.jpg,What is the cover's pattern?,Nature,floral
44/4420b41c.jpg,What is the model name?,Noah,sol-hd-12
8f/8fcef983.jpg,What is the color?,White,white
2f/2f357c87.jpg,What is the case's color?,Multicolor,multicolor
d0/d0b1a165.jpg,What is it made of?,Plastic,polyester
a3/a3b25207.jpg,What is the brand?,Wag,365
49/49b1b22b.jpg,What type of case?,Back,hard
13/1303bad5.jpg,What is the style?,Pop,contemporary
e1/e14e525c.jpg,What is the pattern?,Textured,geometric
3b/3badd17e.jpg,What is the product type?,Grocery,grocery
1e/1ed4e755.jpg,What is the product's brand?,Stone,amazonbasics
44/441e7145.jpg,What color is it?,Blue,black
49/49b1b22b.jpg,What is the cover's color?,Others,black
67/67ee9375.jpg,What is the quantity?,Three,two
49/49b1b22b.jpg,What type of case is this?,Hard,hard
ee/ee8ee952.jpg,What is the color?,Others,multicolor
84/84664555.jpg,What is the jewelry's style?,Teardrop,earrings
d8/d89025e7.jpg,What brand is this?,Solimo,solimo
83/836b6a1f.jpg,What is the item's color?,Stainless,white
bb/bb6e749f.jpg,What brand is this?,Solimo,solimo
85/85b0c54f.jpg,What is the color?,Silver,white
f6/f620505a.jpg,What type of product is this?,Home,home
84/84a7a034.jpg,What is the stool color?,Brown,black
85/85192c70.jpg,What is the case's material?,Silicone,plastic
36/36cae1bf.jpg,What is the case style?,Designer,professional
50/509ff2ec.jpg,What is the rug's pattern?,Plaid,geometric
85/85192c70.jpg,What is the case material?,Silicon,plastic
a8/a873a6c0.jpg,What is the sheet count?,Hundred,200
b6/b64327d5.jpg,What is the material?,Wood,fabric
66/66f3a68c.jpg,What is the item?,Cover,case
6e/6ee35425.jpg,Is it vegan?,Yes,yes
44/44712fdd.jpg,How many slots does it have?,Four,three
2b/2b763c41.jpg,Is the case plastic?,No,yes
1d/1d0abc9e.jpg,What is the closure type?,Lace-Up,lace
76/76df4436.jpg,What is it?,Cover,case
01/015ea20e.jpg,What type of product is this?,BOOT,accessory
2a/2af5eb88.jpg,What is the case style?,Pattern,professional
85/85192c70.jpg,What is the model name?,Samsung,realme
66/66fcdd70.jpg,What color is the product?,Black,black
03/0371d2f6.jpg,What type of belt is this?,Weightlifting,waist
fd/fd32a025.jpg,What type of cable is it?,USB,lightning
49/49b1b22b.jpg,Is there warranty?,No,no
fc/fc1bc93c.jpg,What is the mat's color?,Black,yellow
f7/f71b27a8.jpg,What is the shoe material?,Synthetic,leather
18/18b28275.jpg,Are they vegan?,Yes,yes
e6/e6ac5aea.jpg,What is the insole's material?,Gel,foam
56/56067b13.jpg,Is the soup perishable?,Yes,yes
85/85192c70.jpg,What style is this?,Pattern,professional
ed/edfa68e8.jpg,What color is the bear?,Cream,white
1b/1b1427ec.jpg,What is the product type?,LIGHT_BULB,sofa
f8/f803000c.jpg,Is the case hard?,Yes,yes
8f/8f48d6ea.jpg,What is the item's type?,Case,case
ee/ee8ee952.jpg,What type of case is it?,Hard,hard
7b/7b5d1889.jpg,What is the phone model?,Xiaomi,nokia
aa/aafbe17e.jpg,What is the gender?,Men's,men
ee/ee8ee952.jpg,What is the case's color?,Others,multicolor
88/8868f75d.jpg,What is the phone case style?,Designer,pattern
ee/eeae8183.jpg,What is on the label?,Leaves,allspice
02/021fc8bd.jpg,Is it a hard case?,Yes,yes
51/51a86200.jpg,What style is it?,3-Shelf,modern
2f/2f357c87.jpg,What is the case's color?,Multicolor,multicolor
8e/8ed20391.jpg,What is the case pattern?,Printed,floral
24/248f0185.jpg,What is the total fat?,Eleven,1g
37/37cc4cdd.jpg,What color is it?,Grey,black
ee/ee8ee952.jpg,What is the product's brand?,Solimo,solimo
12/126be570.jpg,What color is the shoe?,Pink,red
d4/d438bf67.jpg,What is the pattern?,Plaid,solid
70/70d5a4ed.jpg,What is the model's name?,T99al7009r,suede
2f/2f357c87.jpg,Is it a case?,Yes,yes
b1/b1ffaacf.jpg,What is the brand?,AmazonBasics,amazonbasics
2f/2f357c87.jpg,What is the main material?,Silicon,silicon
1a/1a1edd5b.jpg,What is the cut style?,Round,princess
b5/b5bb55d2.jpg,What is the item weight?,500g,500
ee/ee8ee952.jpg,What is the phone cover's brand?,Solimo,solimo
66/66f3a68c.jpg,What is the case's color?,Multi,multicolor
d8/d8799e8e.jpg,What processes shellfish?,Facility,fishing
ec/ec13de05.jpg,What is the style?,Classic,contemporary
49/49b1b22b.jpg,What is the model?,Zenfone,m31
12/127cc9d2.jpg,What is the pattern?,Plaid,solid
2c/2c5c758f.jpg,What is the bottle's cap color?,White,red
fa/faa73c11.jpg,What is the brand?,Solimo,solimo
d8/d87e51cf.jpg,What type of product is this?,Case,case
36/36b2baa2.jpg,Is it roasted?,Yes,yes
bd/bda1263b.jpg,What is the pattern?,Floral,geometric
2f/2f357c87.jpg,What is the brand?,Solimo,solimo
ee/ee8ee952.jpg,What is the case's color?,Others,multicolor
cb/cb3d7615.jpg,What is the product?,Glass,case
2f/2f357c87.jpg,What is the main material?,Silicone,silicon
eb/eb3d74df.jpg,What is the product type?,Case,case
2a/2af5eb88.jpg,What is it made of?,Plastic,plastic
f1/f17fc78b.jpg,What is the shoe color?,Black,black
ee/ee8ee952.jpg,What brand is this?,Solimo,solimo
8f/8f46961e.jpg,What is the material?,Silicone,fabric
20/20533b83.jpg,What is the guarantee?,Satisfaction,satisfaction
c2/c2a33814.jpg,What country is this for?,JP,japan
78/78c5f1b9.jpg,Is the back cover hard?,Yes,yes
d9/d9b45cd7.jpg,What is the case color?,Multicolor,multicolor
2f/2f357c87.jpg,What is the model?,Motorola,a3s
66/66f3a68c.jpg,What is the cover type?,Back,hard
29/296761eb.jpg,What is the material?,Canvas,leather
54/543f9693.jpg,What is the main color?,Brown,black
ba/bac78528.jpg,What kind of oil?,Avocado,olive
66/66f3a68c.jpg,What is the cover's color?,Others,multicolor
2f/2f357c87.jpg,Is the case flexible?,Yes,yes
b0/b064ae66.jpg,What material are these parts?,Metal,plastic
50/501749fc.jpg,Are cushions reversible?,Yes,yes
20/209ad472.jpg,What is the brand name?,Amazon,solimo
15/1591945e.jpg,What style are these?,Running,sneakers
66/66f3a68c.jpg,What type is it?,Hard,case
82/822c4057.jpg,What shape is it?,Rectangle,rectangular
19/19a544b9.jpg,What is the product type?,Cabinet,home
3e/3e095482.jpg,Is it printed?,Yes,yes
e8/e8a30084.jpg,What is the shoe material?,Synthetic,leather
18/187e8e6e.jpg,What color is the sauce?,Green,red
ec/ec69d9c6.jpg,What is the item type?,Grocery,grocery
66/66f3a68c.jpg,What is the cover's pattern?,Mash,floral
95/9571d10e.jpg,Is the case lightweight?,Yes,yes
66/66f3a68c.jpg,What is the case's brand?,Solimo,solimo
66/66f3a68c.jpg,What is the phone model?,Vivo,iphone
a6/a6f32c2d.jpg,What color are these shoes?,Beige,white
3a/3a97bcb3.jpg,What is the shoe brand?,Solefit,find
55/552ac40d.jpg,Is the installation easy?,Yes,yes
2f/2f357c87.jpg,What is the brand name?,Solimo,solimo
49/49b1b22b.jpg,What is the product type?,Case,grocery
a2/a2e0f4e5.jpg,What is the product type?,Case,case
64/64ef73d5.jpg,Does it have warranty?,No,no
e4/e4702a3a.jpg,What is the product type?,Case,case
2e/2eed1899.jpg,What type of sheet is it?,Flat,flat
d6/d63537d2.jpg,What color are these shoes?,Burgundy,brown
e9/e9d087c4.jpg,What is the brand?,Solimo,solimo
4c/4cf99001.jpg,What is the case's pattern?,Peacock,floral
56/56ceb168.jpg,What shape is it?,Drum,drum
37/372231fb.jpg,What brand is this?,The Fix,amazonbasics
a1/a1f36d23.jpg,What kind of tablet is it?,Vegan,laxative
2f/2f357c87.jpg,What is the phone case brand?,Solimo,solimo
ee/ee8ee952.jpg,What is the brand?,Solimo,solimo
ee/ee8ee952.jpg,What brand is this?,Solimo,solimo
66/66f3a68c.jpg,What kind of case is it?,Hard,hard
6c/6c5ec7a2.jpg,Is the case flexible?,Yes,yes
ee/ee8ee952.jpg,Is the case hard?,Yes,yes
6e/6ee91e9c.jpg,What is the product type?,Sofa,sofa
66/66c28ae0.jpg,What is the table material?,Wood,wood
9e/9eb555dd.jpg,What is the product type?,FINEEARRING,shoes
82/82433cb2.jpg,What brand is this?,365,365
4b/4b6698ea.jpg,What is the item's color code?,#555555,#20201b
